outcome,horizon,beta,se,lower95,upper95,n,spec_name,shock_column,shock_scale,response_type
interbank_transactions_foreign_banks_asset_qoq,5,13.530160406654957,3.719551000314812,6.239840446037927,20.820480367271987,114,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
interbank_transactions_foreign_banks_asset_qoq,6,11.428857346369423,4.291188504128256,3.018127878278042,19.8395868144608,113,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
interbank_transactions_foreign_banks_asset_qoq,7,10.196759336207869,4.288198605568542,1.791890069293526,18.60162860312221,112,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
interbank_transactions_foreign_banks_asset_qoq,8,13.913245809530899,3.990380043556314,6.0921009241605235,21.734390694901276,111,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
deposits_at_foreign_banks_asset_qoq,0,0.2779378878578994,0.15999825382980823,-0.0356586896485247,0.5915344653643235,119,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
deposits_at_foreign_banks_asset_qoq,1,0.26993752573295055,0.2293508711381223,-0.17959018169776914,0.7194652331636702,118,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
deposits_at_foreign_banks_asset_qoq,2,0.27418180847337514,0.3249123803587955,-0.362646457029864,0.9110100739766143,117,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
deposits_at_foreign_banks_asset_qoq,3,0.28853981727862965,0.3757199498980071,-0.4478712845214643,1.0249509190787236,116,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
deposits_at_foreign_banks_asset_qoq,4,0.3719255334996131,0.3609880714493531,-0.33561108654111893,1.0794621535403452,115,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
deposits_at_foreign_banks_asset_qoq,5,0.35813285299120123,0.34714664585857985,-0.3222745728916152,1.0385402788740177,114,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
deposits_at_foreign_banks_asset_qoq,6,0.3103988888291697,0.32874673452278763,-0.333944710835494,0.9547424884938334,113,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
deposits_at_foreign_banks_asset_qoq,7,0.36890185784048635,0.3088175196633019,-0.2363804806995854,0.9741841963805581,112,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
deposits_at_foreign_banks_asset_qoq,8,0.4750435090049359,0.32483323093560645,-0.16162962362885275,1.1117166416387245,111,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
other_component_qoq,0,-56.223002789186694,12.517283696834168,-80.75687883498166,-31.689126743391725,119,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
other_component_qoq,1,-68.99579094659518,27.36359299323923,-122.62843321334407,-15.36314867984629,118,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
other_component_qoq,2,-95.17061531756876,33.572069552807214,-160.9718716410709,-29.369358994066616,117,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
other_component_qoq,3,-66.64949456041825,34.00991533562763,-133.3089286182484,0.009939497411906473,116,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
other_component_qoq,4,-70.27564601632174,31.87297979793321,-132.74668642027083,-7.804605612372654,115,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
other_component_qoq,5,-88.90421794686286,31.801740078817804,-151.23562850134576,-26.572807392379964,114,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
other_component_qoq,6,-128.35022879375526,36.097839261929686,-199.10199374713744,-57.598463840373086,113,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
