scope,variant,role,horizon,beta_total,beta_other,beta_implied,beta_direct,direct_lower95,direct_upper95,direct_ci_excludes_zero,gap_implied_minus_direct,abs_gap,n_total,n_other,n_direct,sample_mismatch_flag,identity_check_mode,contrast_consistent,implied_sign,direct_sign
treatment_variant,credit_union_sensitive,exploratory,4,119.42570957187321,-116.52350701957424,235.94921659144745,,,,False,,,68,68,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,credit_union_sensitive,exploratory,5,99.34243433187766,-137.3709648203909,236.71339915226855,,,,False,,,67,67,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,credit_union_sensitive,exploratory,6,80.80797121510774,-190.66628634492798,271.4742575600357,,,,False,,,66,66,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,credit_union_sensitive,exploratory,7,85.56179848936398,-189.35945489272245,274.92125338208643,,,,False,,,65,65,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,credit_union_sensitive,exploratory,8,91.5842596385737,-217.5059201705335,309.0901798091072,,,,False,,,64,64,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,tier2_regression_mmf_rrp_bank_only,exploratory,0,63.547847682686694,-46.535377085124054,110.08322476781075,,,,False,,,71,71,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,tier2_regression_mmf_rrp_bank_only,exploratory,1,85.35544609191966,-74.90930467189123,160.2647507638109,,,,False,,,70,70,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,tier2_regression_mmf_rrp_bank_only,exploratory,2,91.44994014770762,-118.01501516485064,209.46495531255826,,,,False,,,69,69,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,tier2_regression_mmf_rrp_bank_only,exploratory,3,115.1032114257248,-92.0791409590656,207.1823523847904,,,,False,,,68,68,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,tier2_regression_mmf_rrp_bank_only,exploratory,4,131.75542433422095,-118.82924126605315,250.5846656002741,,,,False,,,67,67,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,tier2_regression_mmf_rrp_bank_only,exploratory,5,107.87598097618749,-147.7223719162726,255.5983528924601,,,,False,,,66,66,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,tier2_regression_mmf_rrp_bank_only,exploratory,6,86.01007799616346,-202.48627354931344,288.4963515454769,,,,False,,,65,65,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,tier2_regression_mmf_rrp_bank_only,exploratory,7,83.59022866312844,-195.46042812008469,279.0506567832131,,,,False,,,64,64,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,tier2_regression_mmf_rrp_bank_only,exploratory,8,78.77497368503035,-223.15619892592323,301.9311726109536,,,,False,,,63,63,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,tier2_regression_mmf_rrp_di_np_cu,exploratory,0,63.36853735280554,-46.83887339209773,110.20741074490327,,,,False,,,71,71,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,tier2_regression_mmf_rrp_di_np_cu,exploratory,1,84.83858444834142,-76.07387954099353,160.91246398933495,,,,False,,,70,70,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,tier2_regression_mmf_rrp_di_np_cu,exploratory,2,90.8672823601741,-119.69428153158469,210.5615638917588,,,,False,,,69,69,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,tier2_regression_mmf_rrp_di_np_cu,exploratory,3,114.655244615792,-93.72187689773695,208.37712151352895,,,,False,,,68,68,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,tier2_regression_mmf_rrp_di_np_cu,exploratory,4,131.13905007559822,-121.05358990029916,252.19263997589738,,,,False,,,67,67,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,tier2_regression_mmf_rrp_di_np_cu,exploratory,5,107.28487402836633,-150.29290665230133,257.5777806806677,,,,False,,,66,66,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,tier2_regression_mmf_rrp_di_np_cu,exploratory,6,85.34992421115453,-205.0951599067672,290.44508411792174,,,,False,,,65,65,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,tier2_regression_mmf_rrp_di_np_cu,exploratory,7,83.01880253364392,-197.94143526990592,280.96023780354983,,,,False,,,64,64,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,tier2_regression_mmf_rrp_di_np_cu,exploratory,8,78.59532807251509,-226.369589083913,304.9649171564281,,,,False,,,63,63,,True,approximate_with_outcome_specific_lags,False,positive,missing
control_variant,headline_lagged_macro,headline,0,37.977694851980814,-48.11044592182458,86.08814077380539,86.08814077380539,76.97912941522767,178.33105873186076,True,0.0,0.0,119,119,119.0,False,approximate_with_outcome_specific_lags,True,positive,positive
control_variant,headline_lagged_macro,headline,1,54.73477407890318,-61.224394909984234,115.95916898888741,115.95916898888741,102.80362433580325,251.50092254521834,True,0.0,0.0,118,118,118.0,False,approximate_with_outcome_specific_lags,True,positive,positive
control_variant,headline_lagged_macro,headline,2,57.85894107860278,-89.03259898474067,146.89154006334346,146.89154006334346,132.17574810301232,301.96793086351636,True,0.0,0.0,117,117,117.0,False,approximate_with_outcome_specific_lags,True,positive,positive
control_variant,headline_lagged_macro,headline,3,79.19651719651552,-65.31359145357027,144.51010865008578,144.51010865008578,67.41002699386615,329.8523679722985,True,0.0,0.0,116,116,116.0,False,approximate_with_outcome_specific_lags,True,positive,positive
control_variant,headline_lagged_macro,headline,4,95.30474128450595,-77.56272490356045,172.8674661880664,172.8674661880664,82.34485568850477,375.19249980584107,True,0.0,0.0,115,115,115.0,False,approximate_with_outcome_specific_lags,True,positive,positive
control_variant,headline_lagged_macro,headline,5,77.73069969669018,-96.95501972393541,174.6857194206256,174.6857194206256,65.60942078834155,433.08714713753193,True,0.0,0.0,114,114,114.0,False,approximate_with_outcome_specific_lags,True,positive,positive
control_variant,headline_lagged_macro,headline,6,59.054409474624606,-135.24183618579914,194.29624566042375,194.29624566042375,10.397681262976514,474.2785168746521,True,0.0,0.0,113,113,113.0,False,approximate_with_outcome_specific_lags,True,positive,positive
control_variant,headline_lagged_macro,headline,7,69.44597353860638,-129.74976184316773,199.1957353817741,199.1957353817741,-0.31261394555472055,677.5444654763788,False,0.0,0.0,112,112,112.0,False,approximate_with_outcome_specific_lags,True,positive,positive
control_variant,headline_lagged_macro,headline,8,73.7367745406378,-146.0953897517328,219.83216429237058,219.83216429237058,103.94108249408443,659.8157864995725,True,0.0,0.0,111,111,111.0,False,approximate_with_outcome_specific_lags,True,positive,positive
control_variant,lagged_macro_plus_bill,core,0,45.88461594639766,-58.965248842556036,104.8498647889537,104.8498647889537,92.03065362922175,165.73641503182796,True,0.0,0.0,103,103,103.0,False,approximate_with_outcome_specific_lags,True,positive,positive
control_variant,lagged_macro_plus_bill,core,1,64.1269753304895,-76.64713593560626,140.77411126609576,140.77411126609576,121.6896749423536,229.36076005041483,True,0.0,0.0,102,102,102.0,False,approximate_with_outcome_specific_lags,True,positive,positive
control_variant,lagged_macro_plus_bill,core,2,71.25093335272587,-98.99251602421782,170.2434493769437,170.2434493769437,133.9270323095965,353.51527290186505,True,0.0,0.0,101,101,101.0,False,approximate_with_outcome_specific_lags,True,positive,positive
control_variant,lagged_macro_plus_bill,core,3,93.65247146850531,-56.772212578913226,150.42468404741854,150.42468404741854,55.85570059297466,336.5666285040635,True,0.0,0.0,100,100,100.0,False,approximate_with_outcome_specific_lags,True,positive,positive
control_variant,lagged_macro_plus_bill,core,4,118.3078900178522,-62.09175526230939,180.3996452801616,180.3996452801616,51.737359046970674,406.52821649142993,True,0.0,0.0,99,99,99.0,False,approximate_with_outcome_specific_lags,True,positive,positive
control_variant,lagged_macro_plus_bill,core,5,104.19703809888983,-74.22504917491403,178.42208727380387,178.42208727380387,54.59810266978053,476.17304564905515,True,0.0,0.0,98,98,98.0,False,approximate_with_outcome_specific_lags,True,positive,positive
control_variant,lagged_macro_plus_bill,core,6,85.47843615466238,-121.0599161848879,206.53835233955027,206.53835233955027,74.01451993262752,683.9390175873153,True,0.0,0.0,97,97,97.0,False,approximate_with_outcome_specific_lags,True,positive,positive
control_variant,lagged_macro_plus_bill,core,7,100.9673907264767,-109.87329935458236,210.84069008105905,210.84069008105905,93.87673006362355,792.1876218927266,True,0.0,0.0,96,96,96.0,False,approximate_with_outcome_specific_lags,True,positive,positive
control_variant,lagged_macro_plus_bill,core,8,115.9821272914155,-121.80542737744851,237.787554668864,237.787554668864,-34.890805032857834,627.3472586864818,False,0.0,0.0,95,95,95.0,False,approximate_with_outcome_specific_lags,True,positive,positive
control_variant,lagged_macro_plus_trend,exploratory,0,37.78526589322743,-47.757118001557544,85.54238389478498,85.54238389478498,76.76382079533656,176.04332388120162,True,0.0,0.0,119,119,119.0,False,approximate_with_outcome_specific_lags,True,positive,positive
control_variant,lagged_macro_plus_trend,exploratory,1,54.10692516921997,-60.688498821436646,114.79542399065662,114.79542399065662,99.09153247875595,245.8781635705172,True,0.0,0.0,118,118,118.0,False,approximate_with_outcome_specific_lags,True,positive,positive
control_variant,lagged_macro_plus_trend,exploratory,2,55.862152765770006,-87.08336225016306,142.94551501593307,142.94551501593307,121.1075646764352,281.07338521376397,True,0.0,0.0,117,117,117.0,False,approximate_with_outcome_specific_lags,True,positive,positive
control_variant,lagged_macro_plus_trend,exploratory,3,75.31561616547128,-62.06346031199885,137.37907647747014,137.37907647747014,36.015893946300785,312.97014869376835,True,0.0,0.0,116,116,116.0,False,approximate_with_outcome_specific_lags,True,positive,positive
control_variant,lagged_macro_plus_trend,exploratory,4,91.62193289659942,-75.16212918985542,166.78406208645484,166.78406208645484,73.70593119853068,351.8623816874335,True,0.0,0.0,115,115,115.0,False,approximate_with_outcome_specific_lags,True,positive,positive
control_variant,lagged_macro_plus_trend,exploratory,5,74.46775356009942,-95.3103499309409,169.77810349104033,169.77810349104033,52.320654763063075,386.4359892316079,True,0.0,0.0,114,114,114.0,False,approximate_with_outcome_specific_lags,True,positive,positive
control_variant,lagged_macro_plus_trend,exploratory,6,56.85955736365594,-134.10715575517173,190.96671311882767,190.96671311882767,0.2048764823269651,470.6351035121729,True,0.0,0.0,113,113,113.0,False,approximate_with_outcome_specific_lags,True,positive,positive
control_variant,lagged_macro_plus_trend,exploratory,7,66.02363366351275,-127.83533493408729,193.85896859760004,193.85896859760004,-18.452705774727704,503.94423371107763,False,0.0,0.0,112,112,112.0,False,approximate_with_outcome_specific_lags,True,positive,positive
control_variant,lagged_macro_plus_trend,exploratory,8,73.31698140647613,-145.84815695072774,219.1651383572039,219.1651383572039,111.85106252373124,561.4560070356507,True,0.0,0.0,111,111,111.0,False,approximate_with_outcome_specific_lags,True,positive,positive
sample_variant,all_usable_shocks,headline,0,37.977694851980814,-48.11044592182458,86.08814077380539,86.08814077380539,76.97912941522767,178.33105873186076,True,0.0,0.0,119,119,119.0,False,approximate_with_outcome_specific_lags,True,positive,positive
sample_variant,all_usable_shocks,headline,1,54.73477407890318,-61.224394909984234,115.95916898888741,115.95916898888741,102.80362433580325,251.50092254521834,True,0.0,0.0,118,118,118.0,False,approximate_with_outcome_specific_lags,True,positive,positive
sample_variant,all_usable_shocks,headline,2,57.85894107860278,-89.03259898474067,146.89154006334346,146.89154006334346,132.17574810301232,301.96793086351636,True,0.0,0.0,117,117,117.0,False,approximate_with_outcome_specific_lags,True,positive,positive
sample_variant,all_usable_shocks,headline,3,79.19651719651552,-65.31359145357027,144.51010865008578,144.51010865008578,67.41002699386615,329.8523679722985,True,0.0,0.0,116,116,116.0,False,approximate_with_outcome_specific_lags,True,positive,positive
sample_variant,all_usable_shocks,headline,4,95.30474128450595,-77.56272490356045,172.8674661880664,172.8674661880664,82.34485568850477,375.19249980584107,True,0.0,0.0,115,115,115.0,False,approximate_with_outcome_specific_lags,True,positive,positive
sample_variant,all_usable_shocks,headline,5,77.73069969669018,-96.95501972393541,174.6857194206256,174.6857194206256,65.60942078834155,433.08714713753193,True,0.0,0.0,114,114,114.0,False,approximate_with_outcome_specific_lags,True,positive,positive
sample_variant,all_usable_shocks,headline,6,59.054409474624606,-135.24183618579914,194.29624566042375,194.29624566042375,10.397681262976514,474.2785168746521,True,0.0,0.0,113,113,113.0,False,approximate_with_outcome_specific_lags,True,positive,positive
sample_variant,all_usable_shocks,headline,7,69.44597353860638,-129.74976184316773,199.1957353817741,199.1957353817741,-0.31261394555472055,677.5444654763788,False,0.0,0.0,112,112,112.0,False,approximate_with_outcome_specific_lags,True,positive,positive
sample_variant,all_usable_shocks,headline,8,73.7367745406378,-146.0953897517328,219.83216429237058,219.83216429237058,103.94108249408443,659.8157864995725,True,0.0,0.0,111,111,111.0,False,approximate_with_outcome_specific_lags,True,positive,positive
sample_variant,drop_flagged_shocks,exploratory,0,40.736412732998595,-45.04096658675805,85.77737931975665,85.77737931975665,86.33357028694454,164.86473536128042,True,0.0,0.0,113,113,113.0,False,approximate_with_outcome_specific_lags,True,positive,positive
sample_variant,drop_flagged_shocks,exploratory,1,57.62084796756643,-57.980762012375926,115.60160997994235,115.60160997994235,102.07152297247332,227.3189369995065,True,0.0,0.0,112,112,112.0,False,approximate_with_outcome_specific_lags,True,positive,positive
sample_variant,drop_flagged_shocks,exploratory,2,59.817647463162075,-81.48944624036022,141.3070937035223,141.3070937035223,110.61877504738224,283.69431585713494,True,0.0,0.0,111,111,111.0,False,approximate_with_outcome_specific_lags,True,positive,positive
sample_variant,drop_flagged_shocks,exploratory,3,81.45448690264244,-63.70939335830592,145.16388026094836,145.16388026094836,78.22681942162015,327.59312938073475,True,0.0,0.0,110,110,110.0,False,approximate_with_outcome_specific_lags,True,positive,positive
sample_variant,drop_flagged_shocks,exploratory,4,99.14369836522347,-65.18148287157454,164.32518123679802,164.32518123679802,74.55366795809101,429.84140547800746,True,0.0,0.0,109,109,109.0,False,approximate_with_outcome_specific_lags,True,positive,positive
sample_variant,drop_flagged_shocks,exploratory,5,78.51470002287338,-93.46436282026262,171.979062843136,171.979062843136,66.02733970367811,431.9956244223374,True,0.0,0.0,108,108,108.0,False,approximate_with_outcome_specific_lags,True,positive,positive
sample_variant,drop_flagged_shocks,exploratory,6,68.81214341727834,-114.60217232898479,183.41431574626313,183.41431574626313,-5.602249007168464,596.0347745567188,False,0.0,0.0,107,107,107.0,False,approximate_with_outcome_specific_lags,True,positive,positive
sample_variant,drop_flagged_shocks,exploratory,7,78.3106367522735,-121.49222481094219,199.80286156321569,199.80286156321569,11.901077149694236,590.0515325313739,True,0.0,0.0,106,106,106.0,False,approximate_with_outcome_specific_lags,True,positive,positive
sample_variant,drop_flagged_shocks,exploratory,8,77.70660434717348,-132.50934670701332,210.2159510541868,210.2159510541868,2.9512208554001464,614.6637999848517,True,0.0,0.0,105,105,105.0,False,approximate_with_outcome_specific_lags,True,positive,positive
sample_variant,drop_severe_scale_tail,exploratory,0,39.836765823824535,-45.895859679591865,85.7326255034164,85.7326255034164,84.83993050466479,185.19402764896554,True,0.0,0.0,118,118,118.0,False,approximate_with_outcome_specific_lags,True,positive,positive
sample_variant,drop_severe_scale_tail,exploratory,1,56.00446583783411,-59.48318158362341,115.48764742145752,115.48764742145752,97.33781288683801,254.828436823085,True,0.0,0.0,117,117,117.0,False,approximate_with_outcome_specific_lags,True,positive,positive
sample_variant,drop_severe_scale_tail,exploratory,2,59.248279673577144,-84.1033380660026,143.35161773957975,143.35161773957975,112.88596942679307,313.6913789943688,True,0.0,0.0,116,116,116.0,False,approximate_with_outcome_specific_lags,True,positive,positive
sample_variant,drop_severe_scale_tail,exploratory,3,78.90756563386333,-67.54013516419423,146.44770079805755,146.44770079805755,78.10130563614364,320.413234104933,True,0.0,0.0,115,115,115.0,False,approximate_with_outcome_specific_lags,True,positive,positive
sample_variant,drop_severe_scale_tail,exploratory,4,96.53672297837349,-74.2133420413962,170.7500650197697,170.7500650197697,59.72509614233557,387.0716475453317,True,0.0,0.0,114,114,114.0,False,approximate_with_outcome_specific_lags,True,positive,positive
sample_variant,drop_severe_scale_tail,exploratory,5,79.27817813866268,-99.7361735022039,179.01435164086658,179.01435164086658,37.22720639218454,429.7326791319534,True,0.0,0.0,113,113,113.0,False,approximate_with_outcome_specific_lags,True,positive,positive
sample_variant,drop_severe_scale_tail,exploratory,6,64.51827502342962,-127.48987753382619,192.0081525572558,192.0081525572558,54.0781410188822,522.8000210730095,True,0.0,0.0,112,112,112.0,False,approximate_with_outcome_specific_lags,True,positive,positive
sample_variant,drop_severe_scale_tail,exploratory,7,75.69765652906369,-129.95012651144071,205.6477830405044,205.6477830405044,5.064891976678968,572.826545057098,True,0.0,0.0,111,111,111.0,False,approximate_with_outcome_specific_lags,True,positive,positive
sample_variant,drop_severe_scale_tail,exploratory,8,77.6595120023653,-143.2048523603765,220.8643643627418,220.8643643627418,114.60676101874525,659.0363094941156,True,0.0,0.0,110,110,110.0,False,approximate_with_outcome_specific_lags,True,positive,positive
