scope,variant,role,horizon,beta_total,beta_other,beta_implied,beta_direct,direct_lower95,direct_upper95,direct_ci_excludes_zero,gap_implied_minus_direct,abs_gap,n_total,n_other,n_direct,sample_mismatch_flag,identity_check_mode,contrast_consistent,implied_sign,direct_sign
exact_identity_baseline,baseline,headline,6,59.054409474624606,-135.24183618579914,194.29624566042375,194.29624566042375,19.007420212589068,581.5827885348554,True,0.0,0.0,113,113,113.0,False,exact_identity_baseline,True,positive,positive
exact_identity_baseline,baseline,headline,7,69.44597353860638,-129.74976184316773,199.1957353817741,199.1957353817741,0.060530750709649084,625.277004868714,True,0.0,0.0,112,112,112.0,False,exact_identity_baseline,True,positive,positive
exact_identity_baseline,baseline,headline,8,73.7367745406378,-146.0953897517328,219.83216429237058,219.83216429237058,15.934003773352826,624.3976382409303,True,0.0,0.0,111,111,111.0,False,exact_identity_baseline,True,positive,positive
treatment_variant,baseline,core,0,37.977694851980814,-48.11044592182458,86.08814077380539,86.08814077380539,56.64095993804246,116.00828726331902,True,0.0,0.0,119,119,119.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,baseline,core,1,54.73477407890318,-61.224394909984234,115.95916898888741,115.95916898888741,89.08990664640027,155.6515260670512,True,0.0,0.0,118,118,118.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,baseline,core,2,57.85894107860278,-89.03259898474067,146.89154006334346,146.89154006334346,93.07608878019292,205.0855953899392,True,0.0,0.0,117,117,117.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,baseline,core,3,79.19651719651552,-65.31359145357027,144.51010865008578,144.51010865008578,53.12125740886848,188.96680490978702,True,0.0,0.0,116,116,116.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,baseline,core,4,95.30474128450595,-77.56272490356045,172.8674661880664,172.8674661880664,47.80908858192384,239.23673751106338,True,0.0,0.0,115,115,115.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,baseline,core,5,77.73069969669018,-96.95501972393541,174.6857194206256,174.6857194206256,49.94707598826403,263.42148253444,True,0.0,0.0,114,114,114.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,baseline,core,6,59.054409474624606,-135.24183618579914,194.29624566042375,194.29624566042375,51.828274177363554,285.77146086847364,True,0.0,0.0,113,113,113.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,baseline,core,7,69.44597353860638,-129.74976184316773,199.1957353817741,199.1957353817741,53.5951038210238,343.6869718507506,True,0.0,0.0,112,112,112.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,baseline,core,8,73.7367745406378,-146.0953897517328,219.83216429237058,219.83216429237058,89.002361054329,381.8106179658071,True,0.0,0.0,111,111,111.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,bank_only_long_burnin,exploratory,0,52.87048873948453,-31.032837989029005,83.90332672851353,83.90332672851353,62.2957016132829,101.01259601752147,True,0.0,0.0,71,71,71.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,bank_only_long_burnin,exploratory,1,85.99074989567421,-30.46896365415469,116.4597135498289,116.4597135498289,60.508215980640486,154.99771006092263,True,0.0,0.0,70,70,70.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,bank_only_long_burnin,exploratory,2,111.22678064927517,-35.71045954765016,146.93724019692533,146.93724019692533,79.82727216786111,215.90089578022042,True,0.0,0.0,69,69,69.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,bank_only_long_burnin,exploratory,3,145.7729867716538,8.491493923276778,137.281492848377,137.281492848377,39.46946390045719,204.44607423573444,True,0.0,0.0,68,68,68.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,bank_only_long_burnin,exploratory,4,177.84597490373437,8.283355350773235,169.56261955296114,169.56261955296114,60.03525980399457,265.77929405355707,True,0.0,0.0,67,67,67.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,bank_only_long_burnin,exploratory,5,179.6322668150903,5.511585780907609,174.1206810341827,174.1206810341827,52.204180743614266,291.1001540103938,True,0.0,0.0,66,66,66.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,bank_only_long_burnin,exploratory,6,176.1905354017328,-28.011829692063827,204.20236509379663,204.20236509379663,8.597072255486092,347.7543774688669,True,0.0,0.0,65,65,65.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,bank_only_long_burnin,exploratory,7,185.9612718272615,-17.92202537533325,203.88329720259475,203.88329720259475,-30.807218678179392,342.15611629846916,False,0.0,0.0,64,64,64.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,bank_only_long_burnin,exploratory,8,194.2985242187519,-30.95699198267559,225.2555162014275,225.2555162014275,34.52932538409298,426.2578262334124,True,0.0,0.0,63,63,63.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,bank_only_no_bill_share,exploratory,0,32.85402111935222,-37.148306223497706,70.00232734284992,70.00232734284992,47.63748384361115,85.69367307431055,True,0.0,0.0,119,119,119.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,bank_only_no_bill_share,exploratory,1,50.121575335875896,-45.288165620075596,95.40974095595149,95.40974095595149,55.289884979014325,123.94670678730007,True,0.0,0.0,118,118,118.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,bank_only_no_bill_share,exploratory,2,57.077090372302486,-64.45546287426706,121.53255324656953,121.53255324656955,78.40264240417176,158.5380748954172,True,-1.4210854715202004e-14,1.4210854715202004e-14,117,117,117.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,bank_only_no_bill_share,exploratory,3,77.61930717671879,-43.76722703953392,121.38653421625271,121.38653421625271,49.51354941985841,152.05309832962698,True,0.0,0.0,116,116,116.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,bank_only_no_bill_share,exploratory,4,94.89536324709881,-53.031142588354456,147.92650583545327,147.92650583545327,25.504061816304773,190.8547580341145,True,0.0,0.0,115,115,115.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,bank_only_no_bill_share,exploratory,5,83.88284487423363,-69.02773453264334,152.91057940687696,152.91057940687696,55.84621917840653,222.15851413878923,True,0.0,0.0,114,114,114.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,bank_only_no_bill_share,exploratory,6,73.2978861187438,-100.46168917603103,173.75957529477483,173.75957529477483,62.60934314785262,306.8870363963655,True,0.0,0.0,113,113,113.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,bank_only_no_bill_share,exploratory,7,84.98018340319044,-97.14297826804992,182.12316167124035,182.12316167124035,42.872971702054215,266.27956246694833,True,0.0,0.0,112,112,112.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,bank_only_no_bill_share,exploratory,8,89.681626244569,-111.76766116067756,201.44928740524657,201.44928740524657,73.32236578498461,313.1926220169026,True,0.0,0.0,111,111,111.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,bank_only_billshare_macro_rolling40,exploratory,0,50.905044749614305,-29.30751909421518,80.21256384382949,80.21256384382949,52.87741245539018,116.84236594002,True,0.0,0.0,79,79,79.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,bank_only_billshare_macro_rolling40,exploratory,1,78.51965236227142,-33.584231608525826,112.10388397079724,112.10388397079724,63.862222186550255,142.4988514346145,True,0.0,0.0,78,78,78.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,bank_only_billshare_macro_rolling40,exploratory,2,94.15462579690744,-43.49805164050143,137.65267743740887,137.65267743740887,69.20288178543028,215.8399618431046,True,0.0,0.0,77,77,77.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,bank_only_billshare_macro_rolling40,exploratory,3,123.31387130048604,-3.1595786852735586,126.4734499857596,126.4734499857596,47.017061218647505,215.410749795974,True,0.0,0.0,76,76,76.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,bank_only_billshare_macro_rolling40,exploratory,4,154.5521399454206,3.3135777390680516,151.23856220635255,151.23856220635255,47.87643460598656,231.08578068167577,True,0.0,0.0,75,75,75.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,bank_only_billshare_macro_rolling40,exploratory,5,151.5724996816338,1.2860619666782611,150.28643771495553,150.28643771495553,71.37217735319095,343.0620343744025,True,0.0,0.0,74,74,74.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,bank_only_billshare_macro_rolling40,exploratory,6,149.46393331465617,-18.715697427751508,168.17963074240768,168.17963074240768,57.93068383358419,330.75009977523956,True,0.0,0.0,73,73,73.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,bank_only_billshare_macro_rolling40,exploratory,7,172.89953811308845,8.48816924019826,164.4113688728902,164.4113688728902,18.068851344008227,397.1613437260107,True,0.0,0.0,72,72,72.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,bank_only_billshare_macro_rolling40,exploratory,8,186.16122421237742,3.262475184267487,182.89874902810993,182.89874902810993,37.196616824621664,349.7355311111534,True,0.0,0.0,71,71,71.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,legacy_rolling40_ols,exploratory,0,39.272417804563595,-29.16846390812436,68.44088171268795,68.44088171268795,60.472565626085114,93.81119323832512,True,0.0,0.0,119,119,119.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,legacy_rolling40_ols,exploratory,1,61.51454871158873,-31.45964638809764,92.97419509968637,92.97419509968637,53.649997934549674,129.9003524633491,True,0.0,0.0,118,118,118.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,legacy_rolling40_ols,exploratory,2,72.85805390882433,-42.86958236248056,115.72763627130489,115.72763627130489,50.30008807508053,183.3233672839796,True,0.0,0.0,117,117,117.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,legacy_rolling40_ols,exploratory,3,99.7582707678672,-14.008647589043065,113.76691835691027,113.76691835691027,43.427859527868016,184.4101783353792,True,0.0,0.0,116,116,116.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,legacy_rolling40_ols,exploratory,4,120.28129631694986,-13.250726429063093,133.53202274601296,133.53202274601296,44.889839052106744,230.80599402809167,True,0.0,0.0,115,115,115.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,legacy_rolling40_ols,exploratory,5,108.96264898621918,-21.85229771295961,130.8149466991788,130.8149466991788,32.293529252811794,244.90044555586005,True,0.0,0.0,114,114,114.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,legacy_rolling40_ols,exploratory,6,99.76029692155873,-40.038064470777755,139.7983613923365,139.7983613923365,17.984611978897004,279.866781725677,True,0.0,0.0,113,113,113.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,legacy_rolling40_ols,exploratory,7,114.94573154479504,-23.490422900580356,138.4361544453754,138.4361544453754,36.76895727309683,292.3413747180456,True,0.0,0.0,112,112,112.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,legacy_rolling40_ols,exploratory,8,117.38862233090848,-32.14101604685732,149.5296383777658,149.5296383777658,13.93346292028762,274.2940095942559,True,0.0,0.0,111,111,111.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,legacy_billshare_expanding,exploratory,0,48.24991605355845,-31.4653156598947,79.71523171345315,79.71523171345315,56.36187398539279,96.7144480503391,True,0.0,0.0,79,79,79.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,legacy_billshare_expanding,exploratory,1,77.47386640076812,-32.100775215446106,109.57464161621422,109.57464161621422,68.31859838289544,132.71183581420047,True,0.0,0.0,78,78,78.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,legacy_billshare_expanding,exploratory,2,95.62921116490105,-40.12156370634159,135.75077487124264,135.75077487124264,67.2715238144062,186.955492009453,True,0.0,0.0,77,77,77.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,legacy_billshare_expanding,exploratory,3,125.25302693003289,0.8390227240425787,124.41400420599031,124.41400420599031,58.60112248995403,192.41934447003186,True,0.0,0.0,76,76,76.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,legacy_billshare_expanding,exploratory,4,155.41240381078032,4.734149726192527,150.6782540845878,150.6782540845878,46.027767258154014,220.40880782813807,True,0.0,0.0,75,75,75.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,legacy_billshare_expanding,exploratory,5,149.71232710480749,1.2701450268601775,148.4421820779473,148.4421820779473,80.10771037871982,249.00511107344985,True,0.0,0.0,74,74,74.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,legacy_billshare_expanding,exploratory,6,142.1618426722597,-23.45921550881539,165.62105818107509,165.62105818107509,-18.442204648076245,379.6673481320045,False,0.0,0.0,73,73,73.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,legacy_billshare_expanding,exploratory,7,158.24339907921353,-3.587784128359118,161.83118320757265,161.83118320757265,-28.769592560981426,284.1389627833907,False,0.0,0.0,72,72,72.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,legacy_billshare_expanding,exploratory,8,167.6974450633307,-8.658498984296273,176.35594404762696,176.35594404762696,-0.22140273490318507,378.2905311019697,False,0.0,0.0,71,71,71.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,legacy_totaldep_long_burnin,exploratory,0,29.383979958628057,-15.277086386055853,44.66106634468391,44.66106634468391,23.623395033459797,105.12301512257784,True,0.0,0.0,67,67,67.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,legacy_totaldep_long_burnin,exploratory,1,56.78664385898914,-6.369403397323083,63.15604725631222,63.15604725631222,20.642029420699547,148.38255708016843,True,0.0,0.0,66,66,66.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,legacy_totaldep_long_burnin,exploratory,2,69.50443395971375,-9.4705114197709,78.97494537948465,78.97494537948465,28.335549850811965,190.4286147746897,True,0.0,0.0,65,65,65.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,legacy_totaldep_long_burnin,exploratory,3,88.9454240014496,18.60608631229333,70.33933768915627,70.33933768915627,5.289521225616335,203.16227329627444,True,0.0,0.0,64,64,64.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,legacy_totaldep_long_burnin,exploratory,4,104.3406921606948,11.836595305583316,92.50409685511148,92.50409685511148,17.793739541782525,232.35545446026686,True,0.0,0.0,63,63,63.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,legacy_totaldep_long_burnin,exploratory,5,110.66128861011154,11.68044783157373,98.98084077853781,98.98084077853781,-3.965066644474555,261.4638144166222,False,0.0,0.0,62,62,62.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,legacy_totaldep_long_burnin,exploratory,6,109.06757649218949,-18.78376780618528,127.85134429837477,127.85134429837477,9.676229274150606,284.0586077371534,True,0.0,0.0,61,61,61.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,legacy_totaldep_long_burnin,exploratory,7,112.6151346132989,-15.734165114054733,128.34929972735364,128.34929972735364,34.338247602696725,395.64634580023596,True,0.0,0.0,60,60,60.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,legacy_totaldep_long_burnin,exploratory,8,117.23326199186559,-18.617133970383776,135.85039596224937,135.85039596224937,1.4814026088865409,279.71685822110595,True,0.0,0.0,59,59,59.0,False,approximate_with_outcome_specific_lags,True,positive,positive
treatment_variant,broad_depository,exploratory,0,29.388253938046024,-15.37574523781242,44.763999175858444,,,,False,,,67,67,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,broad_depository,exploratory,1,56.83903291013173,-6.586379314131143,63.42541222426287,,,,False,,,66,66,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,broad_depository,exploratory,2,69.67889478995248,-9.766532842963741,79.44542763291622,,,,False,,,65,65,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,broad_depository,exploratory,3,89.2031652968822,18.43629981400285,70.76686548287935,,,,False,,,64,64,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,broad_depository,exploratory,4,104.53789362121545,11.626419932572432,92.91147368864301,,,,False,,,63,63,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,broad_depository,exploratory,5,110.91467496439245,11.089610248688274,99.82506471570417,,,,False,,,62,62,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,broad_depository,exploratory,6,109.30168917417164,-19.368828792571847,128.6705179667435,,,,False,,,61,61,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,broad_depository,exploratory,7,112.8868147650921,-16.447411632494706,129.3342263975868,,,,False,,,60,60,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,broad_depository,exploratory,8,117.5557917881725,-19.56669971143775,137.12249149961025,,,,False,,,59,59,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,domestic_bank_only,exploratory,0,44.16324362164723,-50.49624149787892,94.65948511952615,,,,False,,,72,72,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,domestic_bank_only,exploratory,1,82.25867117256216,-47.376904354148294,129.63557552671045,,,,False,,,71,71,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,domestic_bank_only,exploratory,2,92.39449277970517,-72.48250555297535,164.87699833268053,,,,False,,,70,70,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,domestic_bank_only,exploratory,3,113.28442177879279,-50.235952501271186,163.52037428006398,,,,False,,,69,69,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,domestic_bank_only,exploratory,4,148.2414402461469,-41.20481674641405,189.44625699256096,,,,False,,,68,68,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,domestic_bank_only,exploratory,5,152.2198264480182,-49.74015298205521,201.95997943007342,,,,False,,,67,67,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,domestic_bank_only,exploratory,6,160.0330044927742,-77.34648420232745,237.37948869510166,,,,False,,,66,66,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,domestic_bank_only,exploratory,7,180.6214496173047,-63.78443587793464,244.40588549523935,,,,False,,,65,65,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,domestic_bank_only,exploratory,8,199.27169521393702,-58.80923868378014,258.08093389771716,,,,False,,,64,64,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,us_chartered_bank_only,exploratory,0,57.196438848552916,-63.11403088503384,120.31046973358676,,,,False,,,68,68,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,us_chartered_bank_only,exploratory,1,122.47333514549469,-43.48548669439431,165.958821839889,,,,False,,,67,67,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,us_chartered_bank_only,exploratory,2,147.9213785141115,-63.127109054210564,211.04848756832206,,,,False,,,66,66,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,us_chartered_bank_only,exploratory,3,170.80787726108167,-36.438003511976206,207.24588077305788,,,,False,,,65,65,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,us_chartered_bank_only,exploratory,4,194.00470671180636,-47.185661387890576,241.19036809969694,,,,False,,,64,64,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,us_chartered_bank_only,exploratory,5,174.4202006887617,-76.79945907865118,251.21965976741288,,,,False,,,63,63,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,us_chartered_bank_only,exploratory,6,161.27293047522156,-133.41754529696064,294.6904757721822,,,,False,,,62,62,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,us_chartered_bank_only,exploratory,7,169.20680879813273,-125.01465120616558,294.2214600042983,,,,False,,,61,61,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,us_chartered_bank_only,exploratory,8,169.38853036753068,-125.93553137649616,295.32406174402684,,,,False,,,60,60,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,core_deposit_proximate,exploratory,0,57.586784171418266,-5.510705208475613,63.09748937989388,,,,False,,,68,68,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,core_deposit_proximate,exploratory,1,117.88693172787245,-23.716629843608985,141.60356157148144,,,,False,,,67,67,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,core_deposit_proximate,exploratory,2,136.38703784837247,-44.4179145008803,180.80495234925277,,,,False,,,66,66,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,core_deposit_proximate,exploratory,3,159.77138009594103,-42.73562229511049,202.50700239105151,,,,False,,,65,65,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,core_deposit_proximate,exploratory,4,169.47215383011346,-43.17058203579941,212.64273586591287,,,,False,,,64,64,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,core_deposit_proximate,exploratory,5,162.21301838602992,-56.49835320286061,218.71137158889053,,,,False,,,63,63,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,core_deposit_proximate,exploratory,6,167.69655789254028,-62.58292578421424,230.27948367675452,,,,False,,,62,62,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,core_deposit_proximate,exploratory,7,184.5130225738792,-58.5964194534624,243.1094420273416,,,,False,,,61,61,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,core_deposit_proximate,exploratory,8,183.10945008110096,-67.33616362349235,250.4456137045933,,,,False,,,60,60,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,no_remit_bank_only,exploratory,0,53.694921325550396,-56.979022574630946,110.67394390018134,,,,False,,,72,72,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,no_remit_bank_only,exploratory,1,75.45275105858569,-80.96448110655224,156.41723216513793,,,,False,,,71,71,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,no_remit_bank_only,exploratory,2,80.55968190519853,-124.23752029010144,204.79720219529997,,,,False,,,70,70,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,no_remit_bank_only,exploratory,3,99.52382705372659,-97.72176573394566,197.24559278767225,,,,False,,,69,69,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,no_remit_bank_only,exploratory,4,121.5117395014953,-113.8746625916709,235.3864020931662,,,,False,,,68,68,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,no_remit_bank_only,exploratory,5,102.43988214609999,-132.48904946454746,234.92893161064745,,,,False,,,67,67,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,no_remit_bank_only,exploratory,6,84.37232887967832,-185.59984325151424,269.97217213119256,,,,False,,,66,66,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,no_remit_bank_only,exploratory,7,89.30189655543829,-184.3438365959541,273.6457331513924,,,,False,,,65,65,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,no_remit_bank_only,exploratory,8,95.79417975807594,-212.67417391196142,308.46835367003735,,,,False,,,64,64,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,credit_union_sensitive,exploratory,0,53.736800482290256,-56.46786484776543,110.20466533005569,,,,False,,,72,72,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,credit_union_sensitive,exploratory,1,74.75328128448753,-81.3271774452361,156.08045872972363,,,,False,,,71,71,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,credit_union_sensitive,exploratory,2,79.70736543665669,-124.85021754409152,204.5575829807482,,,,False,,,70,70,,True,approximate_with_outcome_specific_lags,False,positive,missing
treatment_variant,credit_union_sensitive,exploratory,3,98.47235780941037,-98.85692495089285,197.32928276030322,,,,False,,,69,69,,True,approximate_with_outcome_specific_lags,False,positive,missing
