sample_variant,sample_role,sample_filter,outcome,horizon,beta,se,lower95,upper95,n,spec_name,shock_column,shock_scale,response_type
all_usable_shocks,headline,all_usable_shocks,cre_nonfarm_nonresidential_loans_qoq,8,3.509345832299161,1.6325077552837346,0.3096306319430413,6.70906103265528,34,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,consumer_loans_qoq,0,-2.373205911897445,1.4116417766443938,-5.140023794120458,0.39361197032556694,119,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,consumer_loans_qoq,1,-5.835904132770126,2.410587682502312,-10.560655990474658,-1.111152275065594,118,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,consumer_loans_qoq,2,-5.818248608839708,3.0546097536020094,-11.805283725899645,0.16878650822023022,117,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,consumer_loans_qoq,3,-4.948459473784112,3.5777379972658183,-11.960825948425116,2.063907000856892,116,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,consumer_loans_qoq,4,-0.5082111658192847,4.570374256368577,-9.466144708301696,8.449722376663127,115,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,consumer_loans_qoq,5,4.54494677321529,7.426703121933866,-10.011391345775088,19.10128489220567,114,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,consumer_loans_qoq,6,1.9931598610686185,5.9580134859425655,-9.68454657137881,13.670866293516045,113,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,consumer_loans_qoq,7,2.1804899716979564,5.786639390010529,-9.16132323272268,13.522303176118594,112,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,consumer_loans_qoq,8,2.1298136023858447,5.783664907500948,-9.206169616316012,13.465796821087702,111,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,credit_card_revolving_loans_qoq,0,-1.3833290984699913,1.2787238995789536,-3.88962794164474,1.1229697447047575,101,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,credit_card_revolving_loans_qoq,1,-5.804189953887999,2.4676240565136975,-10.640733104654846,-0.967646803121152,100,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,credit_card_revolving_loans_qoq,2,-5.358955445973005,2.8465548796538136,-10.93820301009448,0.22029211814846938,99,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,credit_card_revolving_loans_qoq,3,-4.998225819137392,3.2730494334240037,-11.413402708648439,1.4169510703736545,98,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,credit_card_revolving_loans_qoq,4,-0.0847068391351753,4.671426875177517,-9.240703514483108,9.07128983621276,97,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,credit_card_revolving_loans_qoq,5,5.9754762939020125,8.9083474314563,-11.484884671752333,23.435837259556358,96,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,credit_card_revolving_loans_qoq,6,2.8598522778760582,7.0379591907642585,-10.934547736021887,16.654252291774004,95,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,credit_card_revolving_loans_qoq,7,2.326117159117067,6.729462926130095,-10.86363017609792,15.515864494332053,94,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,credit_card_revolving_loans_qoq,8,2.7653536961467857,6.9424938926043005,-10.841934333357644,16.372641725651214,93,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,auto_loans_qoq,0,0.14241427584634014,0.19718543778368997,-0.2440691822096922,0.5288977339023725,42,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,auto_loans_qoq,1,0.7101160341518999,0.6169719957769061,-0.49914907757083604,1.919381145874636,41,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,auto_loans_qoq,2,1.4675730408836054,0.8165356861049781,-0.13283690388215152,3.0679829856493623,40,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,auto_loans_qoq,3,2.572658876090709,0.8331579818078153,0.9396692317473909,4.205648520434027,39,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,auto_loans_qoq,4,3.020643982939922,0.8947702154410155,1.2668943606755316,4.774393605204312,38,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,auto_loans_qoq,5,3.5313683119967907,1.0210282095569692,1.5301530212651313,5.53258360272845,37,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,auto_loans_qoq,6,3.79225492363662,1.270980760537464,1.3011326329831907,6.283377214290049,36,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,auto_loans_qoq,7,4.704072801460933,1.5530443738480038,1.6601058287188457,7.74803977420302,35,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,auto_loans_qoq,8,4.953845938930109,1.678166318522084,1.6646399546268245,8.243051923233393,34,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,other_consumer_loans_qoq,0,-1.3025975877171594,0.8531545962609817,-2.9747805963886833,0.36958542095436475,101,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,other_consumer_loans_qoq,1,-1.3924582528723484,1.0337290227848681,-3.41856713753069,0.6336506317859931,100,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,other_consumer_loans_qoq,2,-1.39380520704512,1.4667738672359971,-4.268681986827675,1.4810715727374346,99,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,other_consumer_loans_qoq,3,-0.5685050730663526,1.704131624474757,-3.9086030570368764,2.7715929109041713,98,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,other_consumer_loans_qoq,4,-0.1673015633782473,1.8753750541978094,-3.8430366696059535,3.508433542849459,97,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,other_consumer_loans_qoq,5,0.23413170199172662,2.1620759390258355,-4.003537138498911,4.471800542482364,96,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,other_consumer_loans_qoq,6,0.3602363446432326,2.304706343557947,-4.156988088730343,4.877460778016808,95,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,other_consumer_loans_qoq,7,0.49842769312092905,2.74266665912739,-4.877198958768755,5.874054345010613,94,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,other_consumer_loans_qoq,8,0.17807307050740206,3.045351505460459,-5.7908158801950975,6.146962021209902,93,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,heloc_loans_qoq,0,0.6313234677084043,0.43233011437625685,-0.21604355646905915,1.4786904918858679,119,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,heloc_loans_qoq,1,0.09228295277930987,0.43855040656762634,-0.7672758440932378,0.9518417496518575,118,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,heloc_loans_qoq,2,-0.11233171244885543,0.8429149964667688,-1.7644451055237222,1.5397816806260114,117,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,heloc_loans_qoq,3,-0.06973015689750284,1.3151582958752477,-2.647440416812988,2.5079801030179825,116,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,heloc_loans_qoq,4,0.7236433764632113,1.585806967097538,-2.3845382790479634,3.831825031974386,115,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,heloc_loans_qoq,5,1.2649993898693195,1.9441076055336362,-2.545451516976607,5.075450296715246,114,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,heloc_loans_qoq,6,1.519212215612582,2.32044109402571,-3.0288523286778095,6.067276759902974,113,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,heloc_loans_qoq,7,2.205429518566854,2.7162613578308847,-3.1184427427816797,7.529301779915388,112,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,heloc_loans_qoq,8,2.937299450317689,3.1447045655411627,-3.22632149814299,9.100920398778367,111,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,closed_end_residential_loans_qoq,0,0.14665345425522947,2.414650144126408,-4.58606082823253,4.8793677367429895,85,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,closed_end_residential_loans_qoq,1,-0.6313087604204877,3.0655583974012863,-6.639803219327009,5.377185698486034,84,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,closed_end_residential_loans_qoq,2,-3.4799436185886683,3.175317203596239,-9.703565337637297,2.74367810045996,83,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,closed_end_residential_loans_qoq,3,-2.4995895191599633,2.9718928533233036,-8.324499511673638,3.3253204733537114,82,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,closed_end_residential_loans_qoq,4,0.7620595531267522,4.492702729685752,-8.043637797057322,9.567756903310826,81,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,closed_end_residential_loans_qoq,5,0.9364780698235542,5.118591245191496,-9.095960770751777,10.968916910398885,80,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,closed_end_residential_loans_qoq,6,0.16104164691166467,5.85195794894654,-11.308795933023553,11.630879226846883,79,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,closed_end_residential_loans_qoq,7,2.188528371878448,5.6566898595382,-8.898583752816423,13.275640496573319,78,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,closed_end_residential_loans_qoq,8,4.573766587154067,5.924672425237663,-7.038591366311753,16.186124540619886,77,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,loans_to_commercial_banks_qoq,0,0.1554756815911831,0.616034791330759,-1.0519525094171045,1.3629038725994707,119,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,loans_to_commercial_banks_qoq,1,1.4771116386968457,0.9528936997914339,-0.3905600128943647,3.3447832902880563,118,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,loans_to_commercial_banks_qoq,2,0.9130692407938579,0.7425622088589878,-0.5423526885697583,2.368491170157474,117,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,loans_to_commercial_banks_qoq,3,0.24918529142586074,0.8344395807583541,-1.3863162868605132,1.8846868697122348,116,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,loans_to_commercial_banks_qoq,4,-0.8855690466377424,0.6966365717247162,-2.2509767272181858,0.4798386339427012,115,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,loans_to_commercial_banks_qoq,5,-1.2379893332916607,0.9899839405377898,-3.1783578567457287,0.7023791901624072,114,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,loans_to_commercial_banks_qoq,6,-1.6498231256383284,0.9900165293375891,-3.5902555231400033,0.2906092718633462,113,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,loans_to_commercial_banks_qoq,7,-1.0577115660144272,0.9297399372752534,-2.8800018430739236,0.7645787110450695,112,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,loans_to_commercial_banks_qoq,8,-1.3922823289839332,1.0550659089585954,-3.46021151054278,0.6756468525749137,111,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,loans_to_nondepository_financial_institutions_qoq,0,7.3671089978686775,4.893646512230938,-2.224438166103961,16.958656161841315,42,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,loans_to_nondepository_financial_institutions_qoq,1,10.89062035015778,5.921736215310713,-0.715982631851217,22.497223332166776,41,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,loans_to_nondepository_financial_institutions_qoq,2,14.796619233143044,9.035643729010648,-2.9132424757178264,32.50648094200392,40,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,loans_to_nondepository_financial_institutions_qoq,3,14.81450805377698,8.129025466417508,-1.1183818604013354,30.747397967955294,39,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,loans_to_nondepository_financial_institutions_qoq,4,10.7171603759039,5.523476769348668,-0.10885409201948981,21.543174843827288,38,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,loans_to_nondepository_financial_institutions_qoq,5,9.302415971831849,6.988732908432153,-4.395500528695171,23.00033247235887,37,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,loans_to_nondepository_financial_institutions_qoq,6,7.631057939424725,6.003926003346209,-4.136637027133846,19.398752905983294,36,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,loans_to_nondepository_financial_institutions_qoq,7,6.506738489929436,4.043504847142485,-1.4185310104698337,14.432007990328707,35,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,loans_to_nondepository_financial_institutions_qoq,8,4.953740425375528,4.786714428988749,-4.4282198554424195,14.335700706193476,34,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,loans_for_purchasing_or_carrying_securities_qoq,0,0.2830368763020709,0.7804813314215118,-1.246706533284092,1.812780285888234,119,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,loans_for_purchasing_or_carrying_securities_qoq,1,0.9764570892462575,1.4217148965977808,-1.810104108085393,3.763018286577908,118,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,loans_for_purchasing_or_carrying_securities_qoq,2,1.4261480064359016,1.675505053338854,-1.8578418981082523,4.710137910980055,117,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,loans_for_purchasing_or_carrying_securities_qoq,3,2.678235715762019,2.358724535989291,-1.944864374776992,7.301335806301029,116,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,loans_for_purchasing_or_carrying_securities_qoq,4,4.140218014132167,2.987415780115834,-1.7151169148948675,9.995552943159202,115,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,loans_for_purchasing_or_carrying_securities_qoq,5,3.4749759382614016,2.500060642673537,-1.4251429213787308,8.375094797901534,114,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,loans_for_purchasing_or_carrying_securities_qoq,6,1.2498380507484088,1.6315094754366715,-1.947920521107467,4.4475966226042845,113,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,loans_for_purchasing_or_carrying_securities_qoq,7,1.398604234342566,1.710895272028254,-1.9547504988328117,4.751958967517943,112,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,loans_for_purchasing_or_carrying_securities_qoq,8,0.08204381438028063,1.6337711667711714,-3.1201476724912154,3.2842353012517767,111,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,treasury_securities_bank_qoq,0,2.4719848201926267,1.5586106836400313,-0.5828921197418344,5.526861760127088,119,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,treasury_securities_bank_qoq,1,7.914351861110314,3.4930100216383067,1.0680522186992327,14.760651503521395,118,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,treasury_securities_bank_qoq,2,12.5668158815353,5.303566262957599,2.1718260061384065,22.961805756932193,117,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,treasury_securities_bank_qoq,3,16.927735478367545,8.144810370302313,0.9639071525750111,32.89156380416008,116,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,treasury_securities_bank_qoq,4,18.069314785003165,8.269112072615377,1.861855122677028,34.2767744473293,115,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,treasury_securities_bank_qoq,5,19.577492110214994,9.0863512880079,1.7682435857195102,37.38674063471048,114,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,treasury_securities_bank_qoq,6,16.900643664604946,9.073871844361674,-0.8841451503439366,34.685432479553825,113,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,treasury_securities_bank_qoq,7,17.815946276901855,10.633321457736445,-3.0253637802615785,38.65725633406529,112,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,treasury_securities_bank_qoq,8,13.376129247012747,11.37212943528376,-8.913244446143421,35.66550294016891,111,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,agency_gse_backed_securities_bank_qoq,0,10.684665127032899,3.3358664698390808,4.1463668461483,17.222963407917497,119,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,agency_gse_backed_securities_bank_qoq,1,14.103927052844586,6.259312020655271,1.8356754923602558,26.372178613328916,118,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,agency_gse_backed_securities_bank_qoq,2,15.398724106163453,8.309584134533422,-0.8880607975220549,31.68550900984896,117,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,agency_gse_backed_securities_bank_qoq,3,15.100357909159065,11.301643411192021,-7.050863176777295,37.25157899509543,116,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,agency_gse_backed_securities_bank_qoq,4,14.026988855762818,13.542638541164443,-12.51658268491949,40.570560396445124,115,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,agency_gse_backed_securities_bank_qoq,5,11.361871729961411,16.345025627333243,-20.674378499611745,43.39812195953456,114,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,agency_gse_backed_securities_bank_qoq,6,9.791581853799245,18.23244676448955,-25.944013804600267,45.527177512198755,113,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,agency_gse_backed_securities_bank_qoq,7,7.030530339585822,18.968782922118677,-30.148284187766784,44.20934486693843,112,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,agency_gse_backed_securities_bank_qoq,8,5.995262550908464,18.15477322120832,-29.588092962659843,41.57861806447677,111,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,municipal_securities_bank_qoq,0,-0.314740985310187,0.5360459182721133,-1.365390985123529,0.735909014503155,119,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,municipal_securities_bank_qoq,1,0.07801646041510302,1.0023298014711703,-1.886549950468391,2.042582871298597,118,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,municipal_securities_bank_qoq,2,-0.12188209340155831,1.2802640017476465,-2.6311995368269456,2.387435350023829,117,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,municipal_securities_bank_qoq,3,0.03167589359298684,1.7962870474916726,-3.489046719490691,3.5523985066766652,116,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,municipal_securities_bank_qoq,4,-0.8104021985486707,2.0112495967345074,-4.752451408148305,3.1316470110509638,115,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,municipal_securities_bank_qoq,5,-0.6498932046029129,2.3818388803554607,-5.318297410099616,4.01851100089379,114,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,municipal_securities_bank_qoq,6,-0.5223647631150303,2.715345711067261,-5.844442356806862,4.7997128305768015,113,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,municipal_securities_bank_qoq,7,-0.04342375731740056,3.0167165074947544,-5.956188112007119,5.869340597372318,112,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,municipal_securities_bank_qoq,8,-0.5638143199906454,3.021164553831607,-6.485296845500595,5.357668205519304,111,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,corporate_foreign_bonds_bank_qoq,0,2.2066446571615432,2.0228940967636984,-1.7582277724953053,6.171517086818392,119,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,corporate_foreign_bonds_bank_qoq,1,4.063430574478283,2.6049325926928946,-1.0422373071997901,9.169098456156355,118,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,corporate_foreign_bonds_bank_qoq,2,7.2477937605188005,3.2238753466491636,0.9289980810864398,13.566589439951162,117,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
all_usable_shocks,headline,all_usable_shocks,corporate_foreign_bonds_bank_qoq,3,6.091165945874158,3.4274067011452187,-0.6265511883704704,12.808883080118786,116,sample_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
