control_variant,control_role,control_columns,outcome,horizon,beta,se,lower95,upper95,n,spec_name,shock_column,shock_scale,response_type
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,consumer_loans_ex_chargeoffs_qoq,6,2.724735105334343,6.2267947887583075,-9.47978268063194,14.929252891300626,113,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,consumer_loans_ex_chargeoffs_qoq,7,3.033171086007199,6.04105605119035,-8.807298774325886,14.873640946340284,112,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,consumer_loans_ex_chargeoffs_qoq,8,2.778292006843854,6.0186150296563,-9.018193451282494,14.574777464970202,111,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,credit_card_revolving_loans_ex_chargeoffs_qoq,0,-1.222955173845182,1.2147994114343172,-3.6039620202564437,1.1580516725660797,101,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,credit_card_revolving_loans_ex_chargeoffs_qoq,1,-5.568405912366431,2.3406117042309655,-10.156004852659123,-0.9808069720737382,100,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,credit_card_revolving_loans_ex_chargeoffs_qoq,2,-5.030107421425452,2.68538660383271,-10.293465164937563,0.23325032208665952,99,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,credit_card_revolving_loans_ex_chargeoffs_qoq,3,-4.584203219796871,3.068653842985528,-10.598764752048506,1.4303583124547634,98,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,credit_card_revolving_loans_ex_chargeoffs_qoq,4,0.030137658464322925,4.612276732179692,-9.009924736607873,9.070200053536519,97,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,credit_card_revolving_loans_ex_chargeoffs_qoq,5,5.991221350181571,9.103712074456771,-11.852054315753698,23.834497016116842,96,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,credit_card_revolving_loans_ex_chargeoffs_qoq,6,2.9147834373028756,7.394649425664008,-11.578729436998579,17.40829631160433,95,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,credit_card_revolving_loans_ex_chargeoffs_qoq,7,2.4187329048695236,7.130289067039886,-11.556633666528652,16.394099476267698,94,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,credit_card_revolving_loans_ex_chargeoffs_qoq,8,2.576414794558122,7.435936871975504,-11.998021474513866,17.15085106363011,93,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,other_consumer_loans_ex_chargeoffs_qoq,0,-1.2374532448811641,0.8528820420810547,-2.9091020473600313,0.434195557597703,101,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,other_consumer_loans_ex_chargeoffs_qoq,1,-1.2958876330576314,1.01821580219715,-3.2915906053640454,0.6998153392487823,100,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,other_consumer_loans_ex_chargeoffs_qoq,2,-1.240782141520103,1.437536336740349,-4.0583533615311875,1.576789078490981,99,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,other_consumer_loans_ex_chargeoffs_qoq,3,-0.42368348890371843,1.6570502165401777,-3.6715019133224667,2.82413493551503,98,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,other_consumer_loans_ex_chargeoffs_qoq,4,-0.0592908363127953,1.8206747812283162,-3.627813407520295,3.5092317348947044,97,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,other_consumer_loans_ex_chargeoffs_qoq,5,0.3239701238191719,2.0970358506402653,-3.786220143435748,4.434160391074092,96,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,other_consumer_loans_ex_chargeoffs_qoq,6,0.4497508536985775,2.189274357118292,-3.841226886253275,4.74072859365043,95,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,other_consumer_loans_ex_chargeoffs_qoq,7,0.5898055916429135,2.60825789133111,-4.522379875366061,5.701991058651888,94,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,other_consumer_loans_ex_chargeoffs_qoq,8,0.289083448325429,2.8475682258158974,-5.292150274273729,5.870317170924587,93,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,closed_end_residential_loans_ex_chargeoffs_qoq,0,0.1386753105015823,2.4857732336649723,-4.733440227481764,5.010790848484928,85,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,closed_end_residential_loans_ex_chargeoffs_qoq,1,-0.5997746617395738,3.1970473999541493,-6.865987565649707,5.666438242170559,84,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,closed_end_residential_loans_ex_chargeoffs_qoq,2,-3.3639473542773763,3.3870408017985834,-10.002547325802599,3.2746526172478467,83,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,closed_end_residential_loans_ex_chargeoffs_qoq,3,-2.2958658927478925,3.0363821302655767,-8.247174868068424,3.6554430825726376,82,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,closed_end_residential_loans_ex_chargeoffs_qoq,4,1.117111395951806,4.595890695153008,-7.89083436654809,10.125057158451702,81,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,closed_end_residential_loans_ex_chargeoffs_qoq,5,1.4201647894025946,4.979410432959411,-8.33947965919785,11.17980923800304,80,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,closed_end_residential_loans_ex_chargeoffs_qoq,6,0.831875175478709,5.508689012227201,-9.965155288486605,11.628905639444023,79,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,closed_end_residential_loans_ex_chargeoffs_qoq,7,2.9399794455087402,5.125947788401659,-7.10687821975851,12.98683711077599,78,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,closed_end_residential_loans_ex_chargeoffs_qoq,8,5.564251530797044,5.175488914473972,-4.57970674157194,15.708209803166028,77,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,cb_nonts_qoq,0,34.76027494833025,12.124580448836053,10.996097268611585,58.52445262804891,91,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,cb_nonts_qoq,1,56.38229406633907,44.58729239728987,-31.008799032349074,143.7733871650272,90,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,cb_nonts_qoq,2,64.70616640102298,55.66754223006289,-44.40221636990029,173.81454917194625,89,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,cb_nonts_qoq,3,65.17283259250765,59.54720826475123,-51.53969560640476,181.88536079142006,88,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,cb_nonts_qoq,4,80.28002986236913,66.28204844599338,-49.63278509177789,210.19284481651616,87,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,cb_nonts_qoq,5,48.40974594197821,72.2555707263587,-93.21117268168484,190.03066456564125,86,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,cb_nonts_qoq,6,14.124616215481499,68.65290575318,-120.43507906075129,148.68431149171428,85,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,cb_nonts_qoq,7,-2.581916079268616,70.86770056381897,-141.48260918435378,136.31877702581656,84,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,cb_nonts_qoq,8,14.622011710454036,71.59713124536769,-125.70836553046665,154.95238895137473,83,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,tga_qoq,0,-42.29419828467739,17.856373029736048,-77.29268942296005,-7.29570714639474,91,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,tga_qoq,1,-33.79199369343735,32.52381058366193,-97.53866243741473,29.954675050540025,90,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,tga_qoq,2,-33.80994985297333,43.18316391868101,-118.44895113358811,50.829051427641446,89,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,tga_qoq,3,-20.9154391779574,41.6118617915719,-102.47468828943832,60.64380993352353,88,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,tga_qoq,4,-19.585588158059608,30.179191591386218,-78.7368036771766,39.56562736105738,87,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,tga_qoq,5,-21.125223317116948,25.321208469756478,-70.75479191783964,28.504345283605744,86,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,tga_qoq,6,-48.03586204357913,25.68357691356987,-98.37567279417607,2.3039487070178097,85,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,tga_qoq,7,-55.3096317486947,31.493460941388808,-117.03681519381675,6.41755169642736,84,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,tga_qoq,8,-65.10481715959298,34.772942511877375,-133.25978448287265,3.0501501636866664,83,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,reserves_qoq,0,77.19113151416232,12.967388462921063,51.775050126837044,102.6072129014876,91,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,reserves_qoq,1,90.7122153420153,27.847854391673714,36.13042073433482,145.29400994969578,90,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,reserves_qoq,2,99.32501709231948,35.744334074985716,29.26612230534748,169.38391187929147,89,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,reserves_qoq,3,86.72270794682547,36.202684812222515,15.765445714869344,157.6799701787816,88,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,reserves_qoq,4,100.33488395872514,49.34698169845432,3.6147998297546735,197.0549680876956,87,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,reserves_qoq,5,69.56162465519311,55.68300771082341,-39.57707045802077,178.70031976840698,86,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,reserves_qoq,6,62.25614003911922,60.45301712067133,-56.23177351739659,180.74405359563502,85,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,reserves_qoq,7,52.59784079050229,61.89391252872581,-68.71422776580029,173.90990934680485,84,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,reserves_qoq,8,79.39252122955592,58.6663668649233,-35.593557825693736,194.3786002848056,83,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,foreign_nonts_qoq,0,20.77386320365451,8.691620953966337,3.7382861338804894,37.809440273428535,119,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,foreign_nonts_qoq,1,17.51118708693982,8.154577507744346,1.5282151717609018,33.494159002118735,118,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,foreign_nonts_qoq,2,21.28017836186708,8.09613411955388,5.411755487541473,37.14860123619269,117,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,foreign_nonts_qoq,3,25.209866924851497,7.615046219929784,10.28437633378912,40.135357515913874,116,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,foreign_nonts_qoq,4,31.024846623730987,8.11848988345604,15.11260645215715,46.93708679530482,115,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,foreign_nonts_qoq,5,23.30707172885793,8.530017544823778,6.588237341003325,40.025906116712534,114,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,foreign_nonts_qoq,6,20.389244027345995,7.787015430291518,5.12669378397462,35.651794270717375,113,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,foreign_nonts_qoq,7,26.032948339338102,7.892525209866665,10.563598927999438,41.50229775067677,112,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,foreign_nonts_qoq,8,31.584778081997413,9.344040160834545,13.270459366761706,49.89909679723312,111,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,domestic_nonfinancial_mmf_reallocation_qoq,0,-13.460242201299241,8.302582811657416,-29.733304512147775,2.8128201095492926,119,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,domestic_nonfinancial_mmf_reallocation_qoq,1,-12.769995396190534,12.932979353658393,-38.11863492936098,12.578644136979914,118,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,domestic_nonfinancial_mmf_reallocation_qoq,2,2.8901396414718032,12.54448439978461,-21.697049782106028,27.477329065049638,117,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,domestic_nonfinancial_mmf_reallocation_qoq,3,2.213277680579992,13.676433185645736,-24.59253136328565,29.019086724445636,116,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,domestic_nonfinancial_mmf_reallocation_qoq,4,1.6416501347845127,16.928404685845425,-31.53802304947252,34.82132331904155,115,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,domestic_nonfinancial_mmf_reallocation_qoq,5,13.625230852319905,18.93712468949262,-23.491533539085626,50.74199524372544,114,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,domestic_nonfinancial_mmf_reallocation_qoq,6,21.170046898292092,20.16020799619858,-18.34396077425712,60.684054570841305,113,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,domestic_nonfinancial_mmf_reallocation_qoq,7,4.904127346476891,22.793673641572592,-39.77147299100539,49.57972768395917,112,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,domestic_nonfinancial_mmf_reallocation_qoq,8,-11.463474477775122,27.532042591974918,-65.42627795804596,42.49932900249571,111,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,domestic_nonfinancial_repo_reallocation_qoq,0,-0.06445707988976607,0.5194506220873366,-1.082580299180946,0.9536661394014136,119,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,domestic_nonfinancial_repo_reallocation_qoq,1,-0.1063165503812496,0.7468147145028871,-1.5700733908069082,1.3574402900444091,118,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,domestic_nonfinancial_repo_reallocation_qoq,2,-0.7836905680914201,0.8485153753049991,-2.4467807036892184,0.8793995675063782,117,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,domestic_nonfinancial_repo_reallocation_qoq,3,-1.2258093364210043,0.9110355046797783,-3.01143892559337,0.5598202527513612,116,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,domestic_nonfinancial_repo_reallocation_qoq,4,-0.8034077574350139,0.8713877620325763,-2.5113277710188635,0.9045122561488356,115,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,domestic_nonfinancial_repo_reallocation_qoq,5,-0.9225640409049396,1.1140638900867303,-3.106129265474931,1.2610011836650517,114,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,domestic_nonfinancial_repo_reallocation_qoq,6,-1.2632238785487222,1.1476543397319987,-3.5126263844234398,0.9861786273259954,113,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,domestic_nonfinancial_repo_reallocation_qoq,7,-1.9851850924932446,1.2412670998226383,-4.4180686081456155,0.44769842315912634,112,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,domestic_nonfinancial_repo_reallocation_qoq,8,-2.0014426599487383,1.1655268905173632,-4.28587536536277,0.2829900454652936,111,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,on_rrp_reallocation_qoq,0,-0.02426734325880216,0.011314240373510802,-0.04644325439088333,-0.0020914321267209886,52,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,on_rrp_reallocation_qoq,1,-0.08264601468602503,0.025916849519204924,-0.13344303974366667,-0.03184898962838338,49,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,on_rrp_reallocation_qoq,2,-0.11812928125080001,0.04265530954276557,-0.20173368795462054,-0.03452487454697949,47,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,on_rrp_reallocation_qoq,3,-0.1533265028493874,0.04344348526171579,-0.23847573396235033,-0.06817727173642445,46,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
headline_lagged_macro,headline,lag_tdc_bank_only_qoq|lag_fedfunds|lag_unemployment|lag_inflation,on_rrp_reallocation_qoq,4,-0.1494131812226473,0.03943081838591652,-0.22669758525904365,-0.07212877718625092,45,control_sensitivity,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
