regime,outcome,horizon,beta,se,lower95,upper95,n,spec_name,shock_column,shock_scale,response_type
reserve_drain_high,cre_multifamily_loans_qoq,6,-2.5548500854272422,1.7979903396443129,-6.078911151130095,0.9692109802756108,23,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,cre_multifamily_loans_qoq,7,-4.3035035518709925,1.6263321632480257,-7.491114591837123,-1.1158925119048622,23,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,cre_multifamily_loans_qoq,8,-3.506828346102526,1.890060827459839,-7.21134756792381,0.19769087571875854,23,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,cre_nonfarm_nonresidential_loans_qoq,0,0.39830776398693657,1.2219916083365103,-1.9967957883526235,2.7934113163264964,27,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,cre_nonfarm_nonresidential_loans_qoq,1,0.8632823713131739,2.4786657558206713,-3.9949025100953417,5.721467252721689,26,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,cre_nonfarm_nonresidential_loans_qoq,2,-2.5247806830551838,2.7864513035873144,-7.98622523808632,2.936663871975952,25,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,cre_nonfarm_nonresidential_loans_qoq,3,-3.342023025348219,3.5801676353978413,-10.359151590727988,3.6751055400315504,25,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,cre_nonfarm_nonresidential_loans_qoq,4,-4.7132569883399436,3.996112471917917,-12.54563743329906,3.1191234566191737,25,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,cre_nonfarm_nonresidential_loans_qoq,5,-4.527683660564634,3.726282590186732,-11.831197537330628,2.775830216201361,24,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,cre_nonfarm_nonresidential_loans_qoq,6,-5.469594613306208,5.29535479009032,-15.848490001883235,4.909300775270818,23,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,cre_nonfarm_nonresidential_loans_qoq,7,-7.112777820740625,5.151075241847266,-17.208885294761266,2.983329653280016,23,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,cre_nonfarm_nonresidential_loans_qoq,8,-5.527402204928766,4.872083353636162,-15.076685578055644,4.021881168198112,23,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,consumer_loans_qoq,0,-1.3556311956456155,0.8181909428017105,-2.959285443536968,0.24802305224573695,46,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,consumer_loans_qoq,1,-3.419007115070889,1.4511411105504222,-6.263243691749716,-0.5747705383920616,45,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,consumer_loans_qoq,2,1.6529001684093538,4.609463192694972,-7.38164768927279,10.687448026091499,44,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,consumer_loans_qoq,3,-0.23616057151917857,5.621026410248993,-11.253372335607203,10.781051192568846,44,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,consumer_loans_qoq,4,-0.10022482122185572,5.7095352924587,-11.290913994440906,11.090464351997195,44,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,consumer_loans_qoq,5,-2.807382900974595,7.480854654466343,-17.469858023728627,11.855092221779438,43,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,consumer_loans_qoq,6,2.787550320943466,6.030237399006005,-9.031714981108305,14.606815622995235,42,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,consumer_loans_qoq,7,6.694468460652469,5.358202181052327,-3.807607814210093,17.19654473551503,42,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,consumer_loans_qoq,8,2.4430401060007103,9.43901651360154,-16.05743226065831,20.943512472659727,42,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,credit_card_revolving_loans_qoq,0,-1.1097392730274744,0.6905929569430896,-2.46330146863593,0.24382292258098115,46,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,credit_card_revolving_loans_qoq,1,-1.4968011474296672,1.151559934884487,-3.7538586198032617,0.7602563249439274,45,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,credit_card_revolving_loans_qoq,2,3.222447871087165,4.186017097805654,-4.982145640611917,11.427041382786246,44,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,credit_card_revolving_loans_qoq,3,4.332181055895297,4.460505283489507,-4.4104092997441375,13.07477141153473,44,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,credit_card_revolving_loans_qoq,4,4.927776708012011,4.372752535915756,-3.642818262382871,13.498371678406894,44,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,credit_card_revolving_loans_qoq,5,3.4340030165348177,5.538581471187206,-7.421616666992107,14.289622700061742,43,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,credit_card_revolving_loans_qoq,6,8.550400184437578,4.947708482516727,-1.147108441295206,18.24790881017036,42,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,credit_card_revolving_loans_qoq,7,11.9638493206695,5.219915997107348,1.7328139663390978,22.1948846749999,42,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,credit_card_revolving_loans_qoq,8,9.282035968924818,8.735912046575628,-7.8403516423634105,26.40442358021305,42,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,auto_loans_qoq,0,-0.11735200866844817,0.43955452781790894,-0.9788788831915497,0.7441748658546533,27,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,auto_loans_qoq,1,-0.4171310648262937,0.7502042357084806,-1.8875313668149158,1.0532692371623282,26,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,auto_loans_qoq,2,-0.5982358957019616,1.4562310219153296,-3.4524486986560072,2.2559769072520846,25,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,auto_loans_qoq,3,-1.2524595163218337,2.022919844770722,-5.21738241207245,2.712463379428782,25,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,auto_loans_qoq,4,-1.797259457181552,2.514303305655176,-6.725293936265696,3.1307750219025925,25,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,auto_loans_qoq,5,-2.7484327014990795,2.9908226278766614,-8.610445052137337,3.1135796491391767,24,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,auto_loans_qoq,6,-1.5201046039700397,3.806728554198188,-8.981292570198487,5.941083362258409,23,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,auto_loans_qoq,7,-1.040185008792041,3.9111885498577803,-8.706114566513289,6.625744548929208,23,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,auto_loans_qoq,8,-0.5427698030455159,3.921225210825828,-8.228371216264138,7.142831610173107,23,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,other_consumer_loans_qoq,0,-0.3041604972774914,0.9064513720376268,-2.08080518647124,1.4724841919162572,46,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,other_consumer_loans_qoq,1,-2.123098610003568,1.2388884919414678,-4.551320054208844,0.30512283420170894,45,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,other_consumer_loans_qoq,2,-3.107479693908845,2.5761932947391952,-8.156818551597668,1.9418591637799776,44,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,other_consumer_loans_qoq,3,-3.6192503330016317,2.738419903762976,-8.986553344377064,1.748052678373801,44,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,other_consumer_loans_qoq,4,-4.098021750596173,3.1319870458186636,-10.236716360400752,2.0406728592084074,44,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,other_consumer_loans_qoq,5,-5.695976106064426,3.170827114237846,-11.910797249970603,0.5188450378417526,43,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,other_consumer_loans_qoq,6,-4.179926878749569,3.805801678262998,-11.639298168145045,3.2794444106459064,42,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,other_consumer_loans_qoq,7,-3.621773891514292,4.22755960859737,-11.907790724365139,4.664242941336554,42,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,other_consumer_loans_qoq,8,-4.0937064280725135,4.643450983052771,-13.194870354855945,5.007457498710918,42,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,heloc_loans_qoq,0,-0.15489612255794652,0.6985722798682487,-1.524097791099714,1.2143055459838208,46,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,heloc_loans_qoq,1,-0.20075110336228946,1.1837049545623477,-2.520812814304491,2.119310607579912,45,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,heloc_loans_qoq,2,-0.14815239635451283,1.6244203756185975,-3.332016332566964,3.0357115398579384,44,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,heloc_loans_qoq,3,-0.7657719315600384,2.833064839335449,-6.318579016657518,4.787035153537442,44,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,heloc_loans_qoq,4,0.021180186795863865,3.1306579864384227,-6.114909466623445,6.1572698402151715,44,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,heloc_loans_qoq,5,-0.4311245258058274,3.8961345991591556,-8.067548340157773,7.205299288546117,43,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,heloc_loans_qoq,6,0.9941895335196298,3.729138071295216,-6.314921086218993,8.303300153258252,42,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,heloc_loans_qoq,7,2.679367423239047,3.2494866775117757,-3.6896264646840335,9.048361311162127,42,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,heloc_loans_qoq,8,3.258281932492366,3.2649366020972708,-3.140993807618284,9.657557672603016,42,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,closed_end_residential_loans_qoq,0,-3.33969672865806,1.8300268663318722,-6.92654938666853,0.2471559293524095,44,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,closed_end_residential_loans_qoq,1,0.9499432782494153,3.5375890158689094,-5.9837311928536465,7.883617749352478,43,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,closed_end_residential_loans_qoq,2,-1.768346736672676,4.304713900378212,-10.205585981413972,6.66889250806862,42,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,closed_end_residential_loans_qoq,3,4.663814729263541,6.186898489695023,-7.462506310538705,16.790135769065785,42,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,closed_end_residential_loans_qoq,4,4.9356371694206524,7.073296687263717,-8.928024337616232,18.79929867645754,42,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,closed_end_residential_loans_qoq,5,6.6297824306655055,6.785630833805972,-6.670054003594199,19.92961886492521,41,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,closed_end_residential_loans_qoq,6,10.95739938594278,7.71628603038861,-4.166521233618894,26.081320005504455,40,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,closed_end_residential_loans_qoq,7,14.0821451746517,9.05789995027239,-3.6713387278821834,31.835629077185583,40,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,closed_end_residential_loans_qoq,8,18.63436584659903,8.959788631297386,1.073180129256155,36.195551563941905,40,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,loans_to_commercial_banks_qoq,0,0.7801696639294071,0.4352913956038212,-0.07300147145408242,1.6333407993128968,46,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,loans_to_commercial_banks_qoq,1,-0.4533385401185335,0.6333001071997891,-1.69460675023012,0.7879296699930531,45,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,loans_to_commercial_banks_qoq,2,0.16759711074944228,0.6503256276189662,-1.1070411193837313,1.4422353408826158,44,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,loans_to_commercial_banks_qoq,3,2.7526347924502903,1.5123630004862811,-0.21159668850282065,5.716866273403401,44,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,loans_to_commercial_banks_qoq,4,0.7631684763496849,1.1259192279018542,-1.4436332103379494,2.969970163037319,44,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,loans_to_commercial_banks_qoq,5,-0.15364497541747535,1.132532479223703,-2.3734086346959336,2.0661186838609824,43,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,loans_to_commercial_banks_qoq,6,-0.9926285581879695,1.0379781827018728,-3.0270657962836403,1.0418086799077013,42,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,loans_to_commercial_banks_qoq,7,-0.6975490818436378,1.0148091283080478,-2.686574973327412,1.291476809640136,42,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,loans_to_commercial_banks_qoq,8,-0.6166735772901852,0.9056388865921365,-2.391725795010773,1.1583786404304024,42,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,loans_to_nondepository_financial_institutions_qoq,0,1.0076426721221277,1.7399631791970929,-2.4026851591041742,4.41797050334843,27,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,loans_to_nondepository_financial_institutions_qoq,1,-3.0150528500129194,8.130105196241624,-18.9500590346465,12.919953334620663,26,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,loans_to_nondepository_financial_institutions_qoq,2,2.2439862358809406,8.22434039975007,-13.875720947629196,18.363693419391076,25,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,loans_to_nondepository_financial_institutions_qoq,3,-5.676934478098848,11.07630417910781,-27.386490669150152,16.03262171295246,25,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,loans_to_nondepository_financial_institutions_qoq,4,1.2658319044071606,11.946049715167826,-22.148425537321778,24.6800893461361,25,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,loans_to_nondepository_financial_institutions_qoq,5,15.332119922584532,13.810413217725285,-11.736289984157025,42.40052982932609,24,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,loans_to_nondepository_financial_institutions_qoq,6,2.7499880490739432,6.03183071379608,-9.072400149966374,14.57237624811426,23,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,loans_to_nondepository_financial_institutions_qoq,7,5.640159232054064,6.154943845767955,-6.423530705651126,17.703849169759252,23,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,loans_to_nondepository_financial_institutions_qoq,8,8.252604740021695,8.884850707955934,-9.161702647571936,25.666912127615326,23,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,loans_for_purchasing_or_carrying_securities_qoq,0,1.0507056136254895,1.4526024516771936,-1.7963951916618097,3.897806418912789,46,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,loans_for_purchasing_or_carrying_securities_qoq,1,-0.2919197272905095,2.2923137356263985,-4.784854649118251,4.201015194537232,45,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,loans_for_purchasing_or_carrying_securities_qoq,2,3.838378844172505,4.254708914275675,-4.500850627807818,12.177608316152828,44,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,loans_for_purchasing_or_carrying_securities_qoq,3,5.072376336890051,5.619687108229206,-5.942210395239193,16.086963069019294,44,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,loans_for_purchasing_or_carrying_securities_qoq,4,7.712369681722681,7.607064276532099,-7.197476300280233,22.622215663725594,44,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,loans_for_purchasing_or_carrying_securities_qoq,5,5.094224465242545,8.191577042739363,-10.961266538526608,21.149715469011696,43,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,loans_for_purchasing_or_carrying_securities_qoq,6,0.44634580236210386,4.307654824016208,-7.996657652709662,8.88934925743387,42,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,loans_for_purchasing_or_carrying_securities_qoq,7,-0.3651004614789981,5.156208924772336,-10.471269954032778,9.74106903107478,42,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,loans_for_purchasing_or_carrying_securities_qoq,8,-1.2936948020725962,6.0762318771949975,-13.20310928137479,10.615719677229599,42,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,treasury_securities_bank_qoq,0,3.340494834368384,4.211721925484704,-4.914480139581636,11.595469808318404,46,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,treasury_securities_bank_qoq,1,7.91768555881427,9.613521367305793,-10.924816321105084,26.760187438733624,45,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,treasury_securities_bank_qoq,2,10.636518960763977,14.07850268452649,-16.957346300907943,38.230384222435895,44,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,treasury_securities_bank_qoq,3,10.530753549235575,16.377120040805785,-21.56840173074376,42.62990882921491,44,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,treasury_securities_bank_qoq,4,6.5722474247273155,16.851317491049354,-26.456334857729416,39.60082970718405,44,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,treasury_securities_bank_qoq,5,8.70971464123855,18.363429223999425,-27.282606637800328,44.702035920277424,43,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,treasury_securities_bank_qoq,6,3.011486263869145,18.838373025812935,-33.91172486672421,39.934697394462496,42,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,treasury_securities_bank_qoq,7,-3.5682707014831276,18.138353847081675,-39.11944424176321,31.982902838796953,42,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,treasury_securities_bank_qoq,8,-8.973024403175186,21.63453668295194,-51.376716301760986,33.43066749541061,42,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,agency_gse_backed_securities_bank_qoq,0,13.604907968556466,8.098927950782707,-2.2689908149776397,29.47880675209057,46,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,agency_gse_backed_securities_bank_qoq,1,18.942036071984383,16.471080077081375,-13.341280879095109,51.225353023063875,45,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,agency_gse_backed_securities_bank_qoq,2,22.417208593465336,20.813232512737738,-18.376727131500626,63.211144318431295,44,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,agency_gse_backed_securities_bank_qoq,3,6.786452691776471,20.536544832143516,-33.465175179224815,47.038080562777765,44,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,agency_gse_backed_securities_bank_qoq,4,-3.8225607091187594,18.24148243278015,-39.57586627736785,31.93074485913033,44,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,agency_gse_backed_securities_bank_qoq,5,2.6940759798836087,22.506253038387484,-41.41817997535586,46.806331935123076,43,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,agency_gse_backed_securities_bank_qoq,6,6.678553391300843,24.681235043946867,-41.69666729483501,55.0537740774367,42,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,agency_gse_backed_securities_bank_qoq,7,-1.1332065042154937,25.230761813906266,-50.58549965947177,48.319086651040784,42,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,agency_gse_backed_securities_bank_qoq,8,-7.807277806332273,27.7617329976449,-62.220274481716274,46.60571886905173,42,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,municipal_securities_bank_qoq,0,-0.14399907495398467,1.1575045979275813,-2.412708086892044,2.1247099369840745,46,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,municipal_securities_bank_qoq,1,0.5842355447321577,2.1113484614590323,-3.5540074397275454,4.722478529191861,45,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,municipal_securities_bank_qoq,2,-0.8440074362483019,2.7518598600111313,-6.237652761870119,4.549637889373515,44,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,municipal_securities_bank_qoq,3,-2.107300414799257,2.9776018860633333,-7.94340011148339,3.7287992818848763,44,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,municipal_securities_bank_qoq,4,-3.715336112996835,2.708841183388293,-9.024664832437889,1.593992606444219,44,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,municipal_securities_bank_qoq,5,-3.232915870009286,3.169936342181684,-9.445991100685386,2.980159360666815,43,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,municipal_securities_bank_qoq,6,-3.720635251749553,3.4432791680321806,-10.469462421092627,3.0281919175935212,42,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,municipal_securities_bank_qoq,7,-4.605685330915284,3.7028219757538543,-11.863216403392837,2.65184574156227,42,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,municipal_securities_bank_qoq,8,-5.354564599210643,4.055984323193137,-13.304293872669192,2.595164674247905,42,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,corporate_foreign_bonds_bank_qoq,0,0.2580181340118928,2.4649405700789235,-4.573265383342797,5.089301651366583,46,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,corporate_foreign_bonds_bank_qoq,1,3.0003683978195035,3.639897151976111,-4.133830020053674,10.134566815692681,45,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,corporate_foreign_bonds_bank_qoq,2,5.85594256858925,4.619357537910353,-3.1979982057150407,14.90988334289354,44,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,corporate_foreign_bonds_bank_qoq,3,6.070088786216147,6.70075229779233,-7.0633857174568195,19.20356328988911,44,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,corporate_foreign_bonds_bank_qoq,4,3.191064328525425,6.137105303637096,-8.837662066603283,15.219790723654132,44,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,corporate_foreign_bonds_bank_qoq,5,11.458516573257636,8.955429296513904,-6.094124847909615,29.011157994424888,43,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,corporate_foreign_bonds_bank_qoq,6,12.002324297182788,10.265525270554475,-8.118105233103982,32.12275382746956,42,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,corporate_foreign_bonds_bank_qoq,7,12.781389622151547,10.711313367310165,-8.212784577776375,33.77556382207947,42,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,corporate_foreign_bonds_bank_qoq,8,18.012604618453942,12.596670251338507,-6.676869074169531,42.702078311077415,42,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,fedfunds_repo_liabilities_bank_qoq,0,3.5868351038564095,2.458208439029584,-1.231253436641575,8.404923644354394,46,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
reserve_drain_high,fedfunds_repo_liabilities_bank_qoq,1,0.45039827688458445,2.686345265070272,-4.814838442653149,5.715634996422318,45,regimes,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
