treatment_variant,treatment_role,treatment_family,outcome,horizon,beta,se,lower95,upper95,n,spec_name,shock_column,shock_scale,response_type
broad_depository,exploratory,measurement,consumer_loans_ex_chargeoffs_qoq,7,-3.7893599901101025,3.9847143186765352,-11.599400054716112,4.020680074495907,60,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,consumer_loans_ex_chargeoffs_qoq,8,-2.8743736993370863,3.732625852137773,-10.190320369527122,4.441572970852948,59,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,credit_card_revolving_loans_ex_chargeoffs_qoq,0,-3.507813051168722,2.2342602888423175,-7.886963217299664,0.8713371149622198,67,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,credit_card_revolving_loans_ex_chargeoffs_qoq,1,-6.544174118298973,2.899861863175583,-12.227903370123116,-0.8604448664748308,66,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,credit_card_revolving_loans_ex_chargeoffs_qoq,2,0.8705481032135585,4.445559726116919,-7.842748959975603,9.58384516640272,65,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,credit_card_revolving_loans_ex_chargeoffs_qoq,3,-3.9597295818640452,3.783213110736418,-11.374827278907425,3.4553681151793345,64,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,credit_card_revolving_loans_ex_chargeoffs_qoq,4,-4.352586066080186,3.920612682865315,-12.036986924496205,3.331814792335831,63,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,credit_card_revolving_loans_ex_chargeoffs_qoq,5,-4.933208436865063,4.051250276316887,-12.873658978446162,3.0072421047160356,62,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,credit_card_revolving_loans_ex_chargeoffs_qoq,6,-5.287642339118358,4.127723939715812,-13.37798126096135,2.802696582724634,61,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,credit_card_revolving_loans_ex_chargeoffs_qoq,7,-5.482843997133826,4.189053692373819,-13.693389234186512,2.7277012399188587,60,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,credit_card_revolving_loans_ex_chargeoffs_qoq,8,-4.823611035719829,4.1307955632365925,-12.91997033966355,3.272748268223892,59,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,other_consumer_loans_ex_chargeoffs_qoq,0,-0.7616122563047145,0.4493138993143165,-1.6422674989607748,0.1190429863513458,67,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,other_consumer_loans_ex_chargeoffs_qoq,1,-0.8254300413739126,0.6026800304069935,-2.0066829009716196,0.3558228182237946,66,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,other_consumer_loans_ex_chargeoffs_qoq,2,-0.43586468380725624,0.7450101511674109,-1.8960845800953814,1.024355212480869,65,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,other_consumer_loans_ex_chargeoffs_qoq,3,0.39197930938376513,0.7063183408949267,-0.9924046387702912,1.7763632575378214,64,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,other_consumer_loans_ex_chargeoffs_qoq,4,0.6705318201865766,0.8116369134793674,-0.9202765302329834,2.261340170606137,63,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,other_consumer_loans_ex_chargeoffs_qoq,5,1.2358981726072615,0.9570879161406636,-0.639994143028439,3.111790488242962,62,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,other_consumer_loans_ex_chargeoffs_qoq,6,0.8179110832794472,1.230313704257202,-1.593503777064669,3.2293259436235635,61,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,other_consumer_loans_ex_chargeoffs_qoq,7,2.0095924053716008,1.5736178541197712,-1.0746985887031508,5.093883399446352,60,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,other_consumer_loans_ex_chargeoffs_qoq,8,2.2551611888382266,1.737067297146077,-1.1494907135680843,5.659813091244537,59,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,closed_end_residential_loans_ex_chargeoffs_qoq,0,-4.058714395946815,0.6053623342099148,-5.245224570998248,-2.872204220895382,67,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,closed_end_residential_loans_ex_chargeoffs_qoq,1,-2.5508539186475545,1.2225276891761565,-4.947008189432822,-0.15469964786228774,66,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,closed_end_residential_loans_ex_chargeoffs_qoq,2,-4.291939517434777,1.032336647309521,-6.315319346161438,-2.2685596887081156,65,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,closed_end_residential_loans_ex_chargeoffs_qoq,3,-4.058676111274345,1.2639469856677947,-6.536012203183223,-1.581340019365467,64,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,closed_end_residential_loans_ex_chargeoffs_qoq,4,-4.5160632043054685,1.802341537901946,-8.048652618593282,-0.9834737900176544,63,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,closed_end_residential_loans_ex_chargeoffs_qoq,5,-4.114808944058051,2.4862009782088053,-8.98776286134731,0.7581449732312073,62,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,closed_end_residential_loans_ex_chargeoffs_qoq,6,-4.984756874906688,2.2644686849800357,-9.423115497467558,-0.5463982523458188,61,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,closed_end_residential_loans_ex_chargeoffs_qoq,7,-4.978265376938963,2.4173728814562807,-9.716316224593273,-0.24021452928465337,60,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,closed_end_residential_loans_ex_chargeoffs_qoq,8,-4.491612352231679,2.514165904456797,-9.419377524967002,0.43615282050364357,59,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,cb_nonts_qoq,0,22.86063844514929,6.676284431582707,9.775120959247186,35.94615593105139,67,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,cb_nonts_qoq,1,53.17324308370534,27.78628607396533,-1.2878776212667091,107.63436378867738,66,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,cb_nonts_qoq,2,58.954740423532655,34.443759277360336,-8.555027760093594,126.4645086071589,65,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,cb_nonts_qoq,3,63.13423944494649,37.96930412495049,-11.285596639956466,137.55407552984946,64,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,cb_nonts_qoq,4,67.1193356315982,45.35082295520215,-21.768277360598006,156.00694862379441,63,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,cb_nonts_qoq,5,50.486088026903566,44.195058069958584,-36.136225790215256,137.10840184402238,62,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,cb_nonts_qoq,6,39.989225359316464,37.733821223948624,-33.96906423962284,113.94751495825577,61,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,cb_nonts_qoq,7,25.542566650053924,37.154263331764064,-47.27978948020363,98.36492278031149,60,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,cb_nonts_qoq,8,19.150943772229727,38.16877560057595,-55.65985640489913,93.96174394935858,59,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,tga_qoq,0,-23.359886165667202,12.728455446329724,-48.307658840473465,1.5878865091390573,67,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,tga_qoq,1,-16.503397123573325,21.09312842946279,-57.8459288453204,24.839134598173747,66,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,tga_qoq,2,-15.271016974979677,26.38600993101915,-66.9875964397772,36.44556248981786,65,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,tga_qoq,3,-5.7208427987805495,24.918202286361403,-54.5605192800489,43.1188336824878,64,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,tga_qoq,4,0.6235930461911627,18.8870027380343,-36.39493232035607,37.64211841273839,63,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,tga_qoq,5,-0.25975927472703275,16.101390176518553,-31.818484020703394,31.298965471249332,62,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,tga_qoq,6,-17.89901127333074,18.232224092670204,-53.63417049496434,17.836147948302862,61,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,tga_qoq,7,-24.71851967648003,22.500470738606857,-68.81944232414948,19.38240297118941,60,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,tga_qoq,8,-32.09244168828705,24.10881026832748,-79.34570981420892,15.16082643763481,59,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,reserves_qoq,0,43.62079243838613,13.831092505435027,16.51185112773348,70.72973374903879,67,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,reserves_qoq,1,64.08112091237938,22.998044815091518,19.0049530748,109.15728874995875,66,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,reserves_qoq,2,64.14330922446753,23.96275595451575,17.17630755361666,111.1103108953184,65,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,reserves_qoq,3,57.88984271913137,24.14737968938351,10.560978527939696,105.21870691032305,64,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,reserves_qoq,4,54.544237033823464,29.664890102133988,-3.5989475663591506,112.68742163400609,63,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,reserves_qoq,5,42.39515235008427,30.03557827878457,-16.474581076333486,101.26488577650201,62,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,reserves_qoq,6,51.125391927651364,30.09280276152173,-7.856501484931229,110.10728534023396,61,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,reserves_qoq,7,50.16831269814621,31.145865667763967,-10.877584010671164,111.21420940696359,60,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,reserves_qoq,8,53.93778336607289,33.69941452330424,-12.113069099603422,119.9886358317492,59,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,foreign_nonts_qoq,0,13.959858709133437,5.317889694481703,3.5367949079492984,24.382922510317577,67,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,foreign_nonts_qoq,1,14.573029904409072,5.657275684767335,3.4847695622650967,25.661290246553047,66,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,foreign_nonts_qoq,2,15.935678909439797,6.681595228227146,2.8397522621145903,29.031605556765005,65,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,foreign_nonts_qoq,3,14.691875878355216,7.044185765571117,0.8852717778358254,28.498479978874606,64,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,foreign_nonts_qoq,4,15.06576788409849,7.665312324192776,0.041755728680648474,30.08978003951633,63,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,foreign_nonts_qoq,5,10.13642794758154,6.225052269693926,-2.0646745010185548,22.337530396181634,62,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,foreign_nonts_qoq,6,11.650504476403212,4.2583528156599755,3.30413295770966,19.996875995096765,61,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,foreign_nonts_qoq,7,0.9176194947853897,4.7478101894638005,-8.38808847656366,10.223327466134439,60,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,foreign_nonts_qoq,8,5.067622350085937,4.724615319115767,-4.192623675380965,14.327868375552839,59,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,domestic_nonfinancial_mmf_reallocation_qoq,0,-7.176408957321764,5.95145861036016,-18.84126783362768,4.488449918984149,67,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,domestic_nonfinancial_mmf_reallocation_qoq,1,-13.92573024981813,9.063577973978527,-31.690343078816042,3.8388825791797814,66,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,domestic_nonfinancial_mmf_reallocation_qoq,2,-2.200467388301261,9.140771384899113,-20.11637930270352,15.715444526101,65,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,domestic_nonfinancial_mmf_reallocation_qoq,3,1.0246189308584963,9.243158732569789,-17.09197218497829,19.141210046695285,64,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,domestic_nonfinancial_mmf_reallocation_qoq,4,5.343964862050708,9.645974865176585,-13.5621458736954,24.250075597796815,63,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,domestic_nonfinancial_mmf_reallocation_qoq,5,10.49360048058815,10.098578721577688,-9.29961381370412,30.28681477488042,62,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,domestic_nonfinancial_mmf_reallocation_qoq,6,18.70251014738466,9.886433876473074,-0.6749002505025636,38.07992054527189,61,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,domestic_nonfinancial_mmf_reallocation_qoq,7,19.1096877158621,11.19417037334981,-2.8308862159035257,41.05026164762773,60,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,domestic_nonfinancial_mmf_reallocation_qoq,8,18.50727754576353,13.228268240771055,-7.420128206147737,44.434683297674795,59,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,domestic_nonfinancial_repo_reallocation_qoq,0,0.07894332144780962,0.3323415111890032,-0.5724460404826367,0.7303326833782559,67,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,domestic_nonfinancial_repo_reallocation_qoq,1,0.22498347989966602,0.5055341902490439,-0.76586353298846,1.215830492787792,66,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,domestic_nonfinancial_repo_reallocation_qoq,2,-0.056206092127458585,0.653615374530393,-1.3372922262070288,1.2248800419521118,65,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,domestic_nonfinancial_repo_reallocation_qoq,3,0.309095519234036,0.5650447303629662,-0.7983921522773777,1.4165831907454498,64,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,domestic_nonfinancial_repo_reallocation_qoq,4,0.4789111693036854,0.6389845420183302,-0.7734985330522419,1.7313208716596127,63,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,domestic_nonfinancial_repo_reallocation_qoq,5,-0.06541203725342987,0.7620027105943841,-1.5589373500184227,1.4281132755115629,62,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,domestic_nonfinancial_repo_reallocation_qoq,6,0.059318704171105935,0.7773489925522971,-1.4642853212313964,1.5829227295736081,61,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,domestic_nonfinancial_repo_reallocation_qoq,7,0.05383114011993789,0.811988498620978,-1.537666317177179,1.6453285974170546,60,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,domestic_nonfinancial_repo_reallocation_qoq,8,-0.047787064923875466,0.8542597670363483,-1.7221362083151182,1.6265620784673673,59,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,on_rrp_reallocation_qoq,0,-0.02249844597007709,0.010562603683121011,-0.04320114918899427,-0.001795742751159908,50,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,on_rrp_reallocation_qoq,1,-0.05334621953168157,0.01639072878090116,-0.08547204794224783,-0.021220391121115297,48,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,on_rrp_reallocation_qoq,2,-0.07860686944760614,0.02760811107682616,-0.13271876715818542,-0.024494971737026867,47,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,on_rrp_reallocation_qoq,3,-0.08409472512244968,0.03522255665755621,-0.15313093617125986,-0.015058514073639506,46,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,on_rrp_reallocation_qoq,4,-0.06522914657659536,0.038292190949097506,-0.14028184083682646,0.009823547683635747,45,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,on_rrp_reallocation_qoq,5,-0.1070801376920194,0.043532625668681504,-0.19240408400263515,-0.021756191381403653,44,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,on_rrp_reallocation_qoq,6,-0.15329476407402107,0.04642357426389641,-0.244284969631258,-0.06230455851678411,43,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,on_rrp_reallocation_qoq,7,-0.18158989584860263,0.05082628938624903,-0.2812094230456507,-0.08197036865155453,42,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,on_rrp_reallocation_qoq,8,-0.1938808885010483,0.04917606515289373,-0.29026597620072,-0.09749580080137658,41,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,household_treasury_securities_reallocation_qoq,0,11.812598802941018,10.254207401625791,-8.285647704245534,31.91084531012757,67,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,household_treasury_securities_reallocation_qoq,1,30.382216468084394,19.20302303192208,-7.255708674482882,68.02014161065168,66,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,household_treasury_securities_reallocation_qoq,2,32.72124782351923,19.90324669093256,-6.289115690708584,71.73161133774704,65,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,household_treasury_securities_reallocation_qoq,3,35.1086614413622,26.751229725470306,-17.3237488205596,87.541071703284,64,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,household_treasury_securities_reallocation_qoq,4,45.96957406347512,31.64585510470735,-16.056301941751286,107.99545006870153,63,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,household_treasury_securities_reallocation_qoq,5,50.274921509665305,31.854743488965234,-12.160375728706555,112.71021874803716,62,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,household_treasury_securities_reallocation_qoq,6,49.5508980151516,26.283751724325914,-1.965255364527188,101.0670513948304,61,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,household_treasury_securities_reallocation_qoq,7,45.936274496379696,24.087974311554987,-1.276155154268075,93.14870414702747,60,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,household_treasury_securities_reallocation_qoq,8,37.42359301082243,26.847499119606255,-15.197505263605827,90.04469128525068,59,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,mmf_treasury_bills_reallocation_qoq,0,6.286476064850493,5.345979382180044,-4.191643524222393,16.76459565392338,67,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,mmf_treasury_bills_reallocation_qoq,1,4.04199077172952,13.632539187132211,-22.677786035049614,30.761767578508653,66,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,mmf_treasury_bills_reallocation_qoq,2,4.480178830268877,20.00690633096311,-34.73335757841882,43.69371523895657,65,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,mmf_treasury_bills_reallocation_qoq,3,2.225691996626416,18.291248058659324,-33.62515419834586,38.076538191598694,64,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,mmf_treasury_bills_reallocation_qoq,4,-3.480616363209503,18.873509909396482,-40.47269578562661,33.5114630592076,63,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,mmf_treasury_bills_reallocation_qoq,5,9.643128029489498,21.869588676020648,-33.22126577551097,52.507521834489964,62,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,mmf_treasury_bills_reallocation_qoq,6,32.3898071741456,25.090037724284052,-16.786666765451137,81.56628111374235,61,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,mmf_treasury_bills_reallocation_qoq,7,44.341818788560744,29.71175153725182,-13.893214224452826,102.57685180157432,60,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,mmf_treasury_bills_reallocation_qoq,8,46.30050326805687,28.41660186532375,-9.396036387977674,101.99704292409142,59,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,currency_reallocation_qoq,0,0.2501268859343251,0.43453565928590365,-0.6015630062660461,1.1018167781346961,67,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,currency_reallocation_qoq,1,-1.2109097095116326,0.7362642262808299,-2.653987593022059,0.23216817399879397,66,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,currency_reallocation_qoq,2,-2.186931243286649,1.3618278540380062,-4.856113837201141,0.48225135062784297,65,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
broad_depository,exploratory,measurement,currency_reallocation_qoq,3,-2.80857431073709,1.7392153488216429,-6.21743639442751,0.60028777295333,64,sensitivity,tdc_broad_depository_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
