treatment_variant,treatment_role,treatment_family,outcome,horizon,beta,se,lower95,upper95,n,spec_name,shock_column,shock_scale,response_type
bank_only_long_burnin,exploratory,shock_design,mmf_treasury_bills_reallocation_qoq,0,6.720601743444288,6.3687880078681625,-5.76222275197731,19.203426238865887,71,sensitivity,tdc_long_burnin_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_long_burnin,exploratory,shock_design,mmf_treasury_bills_reallocation_qoq,1,2.5180580732657076,23.37080526907517,-43.28872025412163,48.32483640065304,70,sensitivity,tdc_long_burnin_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_long_burnin,exploratory,shock_design,mmf_treasury_bills_reallocation_qoq,2,6.230062962268697,32.959545523648124,-58.37064626408162,70.83077218861902,69,sensitivity,tdc_long_burnin_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_long_burnin,exploratory,shock_design,mmf_treasury_bills_reallocation_qoq,3,4.58287241835858,31.86601938619143,-57.87452557857662,67.04027041529378,68,sensitivity,tdc_long_burnin_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_long_burnin,exploratory,shock_design,mmf_treasury_bills_reallocation_qoq,4,-7.450954721716235,33.05669241068337,-72.24207184665563,57.34016240322317,67,sensitivity,tdc_long_burnin_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_long_burnin,exploratory,shock_design,mmf_treasury_bills_reallocation_qoq,5,14.34416487637516,36.54542026478015,-57.284858842593934,85.97318859534425,66,sensitivity,tdc_long_burnin_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_long_burnin,exploratory,shock_design,mmf_treasury_bills_reallocation_qoq,6,42.377490422943445,34.69035973058373,-25.61561464900067,110.37059549488757,65,sensitivity,tdc_long_burnin_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_long_burnin,exploratory,shock_design,mmf_treasury_bills_reallocation_qoq,7,60.55358762531178,38.52830701306547,-14.961894120296549,136.0690693709201,64,sensitivity,tdc_long_burnin_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_long_burnin,exploratory,shock_design,mmf_treasury_bills_reallocation_qoq,8,59.3880781303308,36.77606727674568,-12.693013732090733,131.4691699927523,63,sensitivity,tdc_long_burnin_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_long_burnin,exploratory,shock_design,currency_reallocation_qoq,0,-1.2327227368275775,0.7120271433890488,-2.628295937870113,0.1628504642149582,71,sensitivity,tdc_long_burnin_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_long_burnin,exploratory,shock_design,currency_reallocation_qoq,1,-4.361582599565542,1.276255731694876,-6.863043833687499,-1.8601213654435855,70,sensitivity,tdc_long_burnin_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_long_burnin,exploratory,shock_design,currency_reallocation_qoq,2,-5.3740023765687726,2.438426428938498,-10.153318177288227,-0.594686575849317,69,sensitivity,tdc_long_burnin_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_long_burnin,exploratory,shock_design,currency_reallocation_qoq,3,-6.596279798478479,3.0435494560882796,-12.561636732411507,-0.6309228645454512,68,sensitivity,tdc_long_burnin_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_long_burnin,exploratory,shock_design,currency_reallocation_qoq,4,-8.360709228913331,3.562148034957109,-15.342519377429264,-1.3788990803973977,67,sensitivity,tdc_long_burnin_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_long_burnin,exploratory,shock_design,currency_reallocation_qoq,5,-10.564339133083298,4.6336926965681045,-19.64637681835678,-1.4823014478098138,66,sensitivity,tdc_long_burnin_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_long_burnin,exploratory,shock_design,currency_reallocation_qoq,6,-10.405353987588521,5.004031700634781,-20.21325612083269,-0.5974518543443512,65,sensitivity,tdc_long_burnin_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_long_burnin,exploratory,shock_design,currency_reallocation_qoq,7,-10.697980491070723,5.038293531117153,-20.573035812060343,-0.8229251700811027,64,sensitivity,tdc_long_burnin_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_long_burnin,exploratory,shock_design,currency_reallocation_qoq,8,-11.066902723056199,5.3404291175397836,-21.534143793434176,-0.5996616526782237,63,sensitivity,tdc_long_burnin_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,tdc_bank_only_qoq,0,70.01992083870098,9.330824553880394,51.73150471309541,88.30833696430656,119,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,tdc_bank_only_qoq,1,95.43160705495934,16.05316154516524,63.96741042643548,126.89580368348321,118,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,tdc_bank_only_qoq,2,121.15066482032161,27.168009721996714,67.90136576520806,174.39996387543516,117,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,tdc_bank_only_qoq,3,120.38081969597702,32.27851185038938,57.114936469213845,183.6467029227402,116,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,tdc_bank_only_qoq,4,146.3723494887965,40.38071275077801,67.22615249727158,225.5185464803214,115,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,tdc_bank_only_qoq,5,150.57083940026575,48.94020415808931,54.64803925041072,246.4936395501208,114,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,tdc_bank_only_qoq,6,170.95070994933948,61.52233991820487,50.36692370965794,291.534496189021,113,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,tdc_bank_only_qoq,7,178.7847180436825,68.10625175756105,45.296464598862826,312.27297148850215,112,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,tdc_bank_only_qoq,8,197.80406436558158,70.48590051386645,59.651699358403334,335.9564293727598,111,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,total_deposits_bank_qoq,0,26.28340261332728,10.906839245414234,4.905997692315381,47.66080753433918,119,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,total_deposits_bank_qoq,1,42.90214154666194,28.240610640804398,-12.44945530931468,98.25373840263856,118,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,total_deposits_bank_qoq,2,45.59460012155786,37.31037277442884,-27.533730516322663,118.72293075943838,117,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,total_deposits_bank_qoq,3,63.20074517102545,44.104932199841826,-23.24492194066452,149.64641228271543,116,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,total_deposits_bank_qoq,4,78.57341172994714,53.06830198577238,-25.440460162166715,182.587283622061,115,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,total_deposits_bank_qoq,5,65.52988432965773,57.56520887994053,-47.2979250750257,178.35769373434118,114,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,total_deposits_bank_qoq,6,54.4266376932451,60.341948820154784,-63.84358199425827,172.69685738074847,113,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,total_deposits_bank_qoq,7,68.41419148640932,64.55870468692773,-58.12086969996902,194.94925267278768,112,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,total_deposits_bank_qoq,8,75.60981825725706,67.9382161053526,-57.54908530923403,208.76872182374814,111,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,checkable_deposits_bank_qoq,0,10.84905490073339,5.537207585556991,-0.003871966958310935,21.701981768425092,119,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,checkable_deposits_bank_qoq,1,9.130143565453764,14.27586764131766,-18.85055701152885,37.11084414243638,118,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,checkable_deposits_bank_qoq,2,11.440299071896684,14.669691124499096,-17.312295532121546,40.19289367591491,117,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,checkable_deposits_bank_qoq,3,39.11598648072204,26.967084715279462,-13.7394995612257,91.97147252266979,116,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,checkable_deposits_bank_qoq,4,47.262676626155596,34.704190589095745,-20.757536928472064,115.28289018078326,115,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,checkable_deposits_bank_qoq,5,52.11056407754466,41.34115521197878,-28.91810013793374,133.13922829302305,114,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,checkable_deposits_bank_qoq,6,45.67086929588155,46.89340161990381,-46.240197879129916,137.58193647089303,113,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,checkable_deposits_bank_qoq,7,60.77049387227389,50.121953106565854,-37.46853421659519,159.00952196114298,112,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,checkable_deposits_bank_qoq,8,55.910682934352494,52.374679808936676,-46.743689491163394,158.56505535986838,111,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,interbank_transactions_bank_qoq,0,5.9350611831262325,2.9106811499496543,0.23012612922491016,11.639996237027555,119,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,interbank_transactions_bank_qoq,1,2.5440682311953484,3.7514714794212596,-4.808815868470321,9.896952330861017,118,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,interbank_transactions_bank_qoq,2,-1.1383009230259464,6.640978337692746,-14.154618464903729,11.878016618851836,117,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,interbank_transactions_bank_qoq,3,-3.467699717984596,6.342021634160757,-15.898062120939679,8.962662684970487,116,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,interbank_transactions_bank_qoq,4,-2.7279509588235804,6.040362443163388,-14.56706134742382,9.11115942977666,115,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,interbank_transactions_bank_qoq,5,-5.9122948730105165,5.977610668120884,-17.62841178252745,5.803822036506416,114,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,interbank_transactions_bank_qoq,6,0.12288685988774084,5.118455196048015,-9.909285324366369,10.15505904414185,113,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,interbank_transactions_bank_qoq,7,2.6876249172133733,5.96411389832736,-9.002038323508252,14.377288157934998,112,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,interbank_transactions_bank_qoq,8,13.11289950687594,7.640986749149388,-1.863434521456858,28.08923353520874,111,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,time_savings_deposits_bank_qoq,0,13.48544737563944,7.792850310129865,-1.7885392322150953,28.759433983493977,119,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,time_savings_deposits_bank_qoq,1,24.530458310042704,15.393925581011741,-5.641635828740309,54.70255244882571,118,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,time_savings_deposits_bank_qoq,2,26.59390080671428,19.293412843872325,-11.221188367275474,64.40898998070404,117,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,time_savings_deposits_bank_qoq,3,16.852012871934,17.18313470945897,-16.826931158605575,50.53095690247358,116,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,time_savings_deposits_bank_qoq,4,23.454201079043628,17.38730979408306,-10.624926117359166,57.53332827544642,115,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,time_savings_deposits_bank_qoq,5,13.524230861738719,17.5625778211964,-20.898421667806222,47.94688339128366,114,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,time_savings_deposits_bank_qoq,6,2.5503800887268397,17.662140394014514,-32.067415083541604,37.168175260995284,113,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,time_savings_deposits_bank_qoq,7,-2.919177188882358,20.637733757370466,-43.36913535332847,37.53078097556375,112,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,time_savings_deposits_bank_qoq,8,0.08461827475137085,22.143530821786104,-43.31670213594939,43.48593868545213,111,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,checkable_federal_govt_bank_qoq,0,-1.7150498953098257,0.6473647831137764,-2.9838848702128273,-0.446214920406824,119,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,checkable_federal_govt_bank_qoq,1,-1.3264503330560342,0.6800470955073002,-2.6593426402503426,0.006441974138274187,118,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,checkable_federal_govt_bank_qoq,2,-0.20827653271683877,0.45314480346656666,-1.0964403475113094,0.6798872820776318,117,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,checkable_federal_govt_bank_qoq,3,0.049039211955336365,0.3942070225210696,-0.72360655218596,0.8216849760966327,116,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,checkable_federal_govt_bank_qoq,4,-0.9024567664602587,0.5141048619524379,-1.910102295887037,0.10518876296651958,115,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,checkable_federal_govt_bank_qoq,5,-1.0747845628284622,0.6353608200532238,-2.320091770132781,0.1705226444758563,114,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,checkable_federal_govt_bank_qoq,6,-0.25406733532388415,0.5150598622299781,-1.2635846652946414,0.755449994646873,113,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,checkable_federal_govt_bank_qoq,7,-0.3245260076353859,0.4750772088205488,-1.2556773369236616,0.6066253216528898,112,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,checkable_federal_govt_bank_qoq,8,-1.6389644382857036,0.7809151849559309,-3.169558200799328,-0.10837067577207904,111,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,checkable_state_local_bank_qoq,0,0.9440109988786454,0.4134871810853052,0.13357612395144725,1.7544458738058435,119,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,checkable_state_local_bank_qoq,1,1.224499124754084,0.5966139989984449,0.05513568671713198,2.393862562791036,118,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,checkable_state_local_bank_qoq,2,1.640363423811577,0.8818396817752023,-0.08804235246781955,3.3687692000909735,117,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,checkable_state_local_bank_qoq,3,2.612937636521824,1.2310841914029722,0.20001262137199882,5.02586265167165,116,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,checkable_state_local_bank_qoq,4,3.907727228598745,1.610537722070734,0.7510732933401068,7.064381163857384,115,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,checkable_state_local_bank_qoq,5,4.572163769691013,2.3401851957101436,-0.014599213900868158,9.158926753282895,114,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,checkable_state_local_bank_qoq,6,4.285074858154802,2.8726305111271704,-1.3452809436544513,9.915430659964056,113,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,checkable_state_local_bank_qoq,7,5.0085659627524866,3.2715804524254666,-1.4037317240014282,11.420863649506401,112,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,checkable_state_local_bank_qoq,8,5.903425777645214,3.4220590609710357,-0.8038099818580156,12.610661537148445,111,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,checkable_rest_of_world_bank_qoq,0,0.3349914755872091,0.2811627664770565,-0.2160875467078217,0.8860704978822399,119,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,checkable_rest_of_world_bank_qoq,1,-0.07874390186086466,0.4089769655752016,-0.8803387543882597,0.7228509506665304,118,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,checkable_rest_of_world_bank_qoq,2,0.3291291319011507,0.619564097030238,-0.8852164982781157,1.543474762080417,117,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,checkable_rest_of_world_bank_qoq,3,-0.05010951173175854,0.6462720534934077,-1.3168027365788375,1.2165837131153205,116,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,checkable_rest_of_world_bank_qoq,4,0.049173660967689825,0.7664261012057764,-1.453021497395632,1.5513688193310116,115,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,checkable_rest_of_world_bank_qoq,5,-0.48288339833454635,0.620695661138765,-1.6994468941665257,0.7336800974974329,114,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,checkable_rest_of_world_bank_qoq,6,-0.11222047231074284,0.6860755924990866,-1.4569286336089524,1.232487688987467,113,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,checkable_rest_of_world_bank_qoq,7,0.07957528097231781,0.6563671840737398,-1.2069043998122122,1.3660549617568478,112,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,checkable_rest_of_world_bank_qoq,8,0.023136865041396337,0.603270544453506,-1.1592734020874755,1.2055471321702682,111,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,checkable_private_domestic_bank_qoq,0,11.552814988536186,5.209135815860826,1.342908789448968,21.762721187623406,119,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,checkable_private_domestic_bank_qoq,1,10.166422359496199,13.59103408420688,-16.472004445549285,36.80484916454168,118,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,checkable_private_domestic_bank_qoq,2,10.559517953618645,14.221967506730818,-17.315538359573758,38.43457426681105,117,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,checkable_private_domestic_bank_qoq,3,37.88990949951007,25.834231024443177,-12.745183308398559,88.5250023074187,116,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,checkable_private_domestic_bank_qoq,4,46.30050263566337,33.20074062186196,-18.772948983186076,111.37395425451282,115,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,checkable_private_domestic_bank_qoq,5,50.88091484677734,39.0669492410475,-25.690305665675773,127.45213535923045,114,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,checkable_private_domestic_bank_qoq,6,43.621046129763734,44.01372014524438,-42.645845354915245,129.8879376144427,113,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,checkable_private_domestic_bank_qoq,7,57.82716850299545,46.850955597917945,-34.00070446892373,149.65504147491464,112,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,checkable_private_domestic_bank_qoq,8,53.502778006890566,48.86349839392121,-42.269678845195,149.27523485897615,111,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,interbank_transactions_foreign_banks_liability_qoq,0,2.262855974845177,1.7076482488179554,-1.0841345928380153,5.60984654252837,119,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,interbank_transactions_foreign_banks_liability_qoq,1,2.434233811403861,1.9032542903042151,-1.2961445975924009,6.164612220400123,118,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,interbank_transactions_foreign_banks_liability_qoq,2,2.3628520576628556,2.355999065891514,-2.254906111484512,6.980610226810223,117,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,interbank_transactions_foreign_banks_liability_qoq,3,4.285013423951558,3.213843092761257,-2.014119037860506,10.584145885763622,116,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,interbank_transactions_foreign_banks_liability_qoq,4,4.247565978312878,3.4299947283741523,-2.475223689300461,10.970355645926215,115,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,interbank_transactions_foreign_banks_liability_qoq,5,2.533186538124691,4.238693276645087,-5.7746522840996795,10.841025360349061,114,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,interbank_transactions_foreign_banks_liability_qoq,6,2.591305524646094,4.2269943940420305,-5.693603487676286,10.876214536968474,113,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,interbank_transactions_foreign_banks_liability_qoq,7,3.093118668112532,4.5831033294469545,-5.889763857603499,12.076001193828564,112,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,interbank_transactions_foreign_banks_liability_qoq,8,4.494330093316892,4.529103420337797,-4.382712610545189,13.371372797178973,111,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
bank_only_no_bill_share,exploratory,shock_design,interbank_transactions_foreign_banks_asset_qoq,0,3.9494358607438644,1.6267852684384558,0.7609367346044911,7.137934986883238,119,sensitivity,tdc_no_bill_share_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
